Warning	Fake_Old_Acc_Unfam	Fake_New_Acc_Unfam	Real_Old_Acc_Unfam	Real_New_Acc_Unfam	Fake_Familiarity_Before	Fake_Familiarity_After	Real_Familiarity_Before	Real_Familiarity_After	PC_Fake_Old_Acc_Unfam	PC_Fake_New_Acc_Unfam	PC_Real_Old_Acc_Unfam	PC_Real_New_Acc_Unfam	nPC_Fake_Old_Acc_Unfam	nPC_Fake_New_Acc_Unfam	nPC_Real_Old_Acc_Unfam	nPC_Real_New_Acc_Unfam	Fake_Old_Accurate	Fake_New_Accurate	Real_Old_Accurate	Real_New_Accurate	Fake_FE	Real_FE	Sensitivity_PC	Sensitivity_nPC	Fake_PC_FE	Fake_nPC_FE	Real_PC_FE	Real_nPC_FE	ClintonTrump	SocialMedia_Chk	Fake_Old_SocialMedia	Fake_New_SocialMedia	Real_Old_SocialMedia	Real_New_SocialMedia	Fake_Old_SM_Unfam	Fake_New_SM_Unfam	Real_Old_SM_Unfam	Real_New_SM_Unfam	Random	Google	Skip	StartDate	EndDate	Finished	confirmCode	Condition	IDInst	Inst_SocialMedia	Fake1_NW	Fake1_1	Fake1_RT_1	Fake1_RT_2	Fake1_RT_3	Fake1_RT_4	Fake2_NW	Fake2_1	Fake2_RT_1	Fake2_RT_2	Fake2_RT_3	Fake2_RT_4	Fake3_NW	Fake3_1	Fake3_RT_1	Fake3_RT_2	Fake3_RT_3	Fake3_RT_4	Fake4_NW	Fake4_1	Fake4_RT_1	Fake4_RT_2	Fake4_RT_3	Fake4_RT_4	Fake5_NW	Fake5_1	Fake5_RT_1	Fake5_RT_2	Fake5_RT_3	Fake5_RT_4	Fake6_NW	Fake6_1	Fake6_RT_1	Fake6_RT_2	Fake6_RT_3	Fake6_RT_4	Fake7_NW	Fake7_1	Fake7_RT_1	Fake7_RT_2	Fake7_RT_3	Fake7_RT_4	Fake8_NW	Fake8_1	Fake8_RT_1	Fake8_RT_2	Fake8_RT_3	Fake8_RT_4	Fake9_NW	Fake9_1	Fake9_RT_1	Fake9_RT_2	Fake9_RT_3	Fake9_RT_4	Fake10_NW	Fake10_1	Fake10_RT_1	Fake10_RT_2	Fake10_RT_3	Fake10_RT_4	Fake11_NW	Fake11_1	Fake11_RT_1	Fake11_RT_2	Fake11_RT_3	Fake11_RT_4	Fake12_NW	Fake12_1	Fake12_RT_1	Fake12_RT_2	Fake12_RT_3	Fake12_RT_4	Real1	Real1_1	Real1_RT_1	Real1_RT_2	Real1_RT_3	Real1_RT_4	Real2	Real2_1	Real2_RT_1	Real2_RT_2	Real2_RT_3	Real2_RT_4	Real3	Real3_1	Real3_RT_1	Real3_RT_2	Real3_RT_3	Real3_RT_4	Real4	Real4_1	Real4_RT_1	Real4_RT_2	Real4_RT_3	Real4_RT_4	Real5	Real5_1	Real5_RT_1	Real5_RT_2	Real5_RT_3	Real5_RT_4	Real6	Real6_1	Real6_RT_1	Real6_RT_2	Real6_RT_3	Real6_RT_4	Real7	Real7_1	Real7_RT_1	Real7_RT_2	Real7_RT_3	Real7_RT_4	Real8	Real8_1	Real8_RT_1	Real8_RT_2	Real8_RT_3	Real8_RT_4	Real9	Real9_1	Real9_RT_1	Real9_RT_2	Real9_RT_3	Real9_RT_4	Real10	Real10_1	Real10_RT_1	Real10_RT_2	Real10_RT_3	Real10_RT_4	Real11	Real11_1	Real11_RT_1	Real11_RT_2	Real11_RT_3	Real11_RT_4	Real12	Real12_1	Real12_RT_1	Real12_RT_2	Real12_RT_3	Real12_RT_4	Fake1_W	Fake1_1.0	Fake1_RT_1.0	Fake1_RT_2.0	Fake1_RT_3.0	Fake1_RT_4.0	Fake2_W	Fake2_1.0	Fake2_RT_1.0	Fake2_RT_2.0	Fake2_RT_3.0	Fake2_RT_4.0	Fake3_W	Fake3_1.0	Fake3_RT_1.0	Fake3_RT_2.0	Fake3_RT_3.0	Fake3_RT_4.0	Fake4_W	Fake4_1.0	Fake4_RT_1.0	Fake4_RT_2.0	Fake4_RT_3.0	Fake4_RT_4.0	Fake5_W	Fake5_1.0	Fake5_RT_1.0	Fake5_RT_2.0	Fake5_RT_3.0	Fake5_RT_4.0	Fake6_W	Fake6_1.0	Fake6_RT_1.0	Fake6_RT_2.0	Fake6_RT_3.0	Fake6_RT_4.0	Fake7_W	Fake7_1.0	Fake7_RT_1.0	Fake7_RT_2.0	Fake7_RT_3.0	Fake7_RT_4.0	Fake8_W	Fake8_1.0	Fake8_RT_1.0	Fake8_RT_2.0	Fake8_RT_3.0	Fake8_RT_4.0	Fake9_W	Fake9_1.0	Fake9_RT_1.0	Fake9_RT_2.0	Fake9_RT_3.0	Fake9_RT_4.0	Fake10_W	Fake10_1.0	Fake10_RT_1.0	Fake10_RT_2.0	Fake10_RT_3.0	Fake10_RT_4.0	Fake11_W	Fake11_1.0	Fake11_RT_1.0	Fake11_RT_2.0	Fake11_RT_3.0	Fake11_RT_4.0	Fake12_W	Fake12_1.0	Fake12_RT_1.0	Fake12_RT_2.0	Fake12_RT_3.0	Fake12_RT_4.0	Age	Sex	Education	English	Party	Party_TEXT	Social_Conserv	Economic_Conserv	POTUS2016	Zipcode	PANAS	PANAS_1	PANAS_2	PANAS_3	PANAS_4	PANAS_5	PANAS_6	PANAS_7	PANAS_8	PANAS_9	PANAS_10	PANAS_11	PANAS_12	PANAS_13	PANAS_14	PANAS_15	PANAS_16	PANAS_17	PANAS_18	PANAS_19	PANAS_20	Inst_Accuracy	Fake1_A	Fake1_2	Fake1_3	Fake1_A_RT_1	Fake1_A_RT_2	Fake1_A_RT_3	Fake1_A_RT_4	Fake2_A	Fake2_2	Fake2_3	Fake2_A_RT_1	Fake2_A_RT_2	Fake2_A_RT_3	Fake2_A_RT_4	Fake3_A	Fake3_2	Fake3_3	Fake3_A_RT_1	Fake3_A_RT_2	Fake3_A_RT_3	Fake3_A_RT_4	Fake4_A	Fake4_2	Fake4_3	Fake4_A_RT_1	Fake4_A_RT_2	Fake4_A_RT_3	Fake4_A_RT_4	Fake5_A	Fake5_2	Fake5_3	Fake5_A_RT_1	Fake5_A_RT_2	Fake5_A_RT_3	Fake5_A_RT_4	Fake6_A	Fake6_2	Fake6_3	Fake6_A_RT_1	Fake6_A_RT_2	Fake6_A_RT_3	Fake6_A_RT_4	Fake7_A	Fake7_2	Fake7_3	Fake7_A_RT_1	Fake7_A_RT_2	Fake7_A_RT_3	Fake7_A_RT_4	Fake8_A	Fake8_2	Fake8_3	Fake8_A_RT_1	Fake8_A_RT_2	Fake8_A_RT_3	Fake8_A_RT_4	Real1_A	Real1_2	Real1_3	Real1_A_RT_1	Real1_A_RT_2	Real1_A_RT_3	Real1_A_RT_4	Real2_A	Real2_2	Real2_3	Real2_A_RT_1	Real2_A_RT_2	Real2_A_RT_3	Real2_A_RT_4	Real3_A	Real3_2	Real3_3	Real3_A_RT_1	Real3_A_RT_2	Real3_A_RT_3	Real3_A_RT_4	Real4_A	Real4_2	Real4_3	Real4_A_RT_1	Real4_A_RT_2	Real4_A_RT_3	Real4_A_RT_4	Real5_A	Real5_2	Real5_3	Real5_A_RT_1	Real5_A_RT_2	Real5_A_RT_3	Real5_A_RT_4	Real6_A	Real6_2	Real6_3	Real6_A_RT_1	Real6_A_RT_2	Real6_A_RT_3	Real6_A_RT_4	Real7_A	Real7_2	Real7_3	Real7_RT_1.0	Real7_RT_2.0	Real7_RT_3.0	Real7_RT_4.0	Real8_A	Real8_2	Real8_3	Real8_A_RT_1	Real8_A_RT_2	Real8_A_RT_3	Real8_A_RT_4	Fake9_A	Fake9_2	Fake9_3	Fake9_A_RT_1	Fake9_A_RT_2	Fake9_A_RT_3	Fake9_A_RT_4	Fake10_A	Fake10_2	Fake10_3	Fake10_A_RT_1	Fake10_A_RT_2	Fake10_A_RT_3	Fake10_A_RT_4	Fake11_A	Fake11_2	Fake11_3	Fake11_A_RT_1	Fake11_A_RT_2	Fake11_A_RT_3	Fake11_A_RT_4	Fake12_A	Fake12_2	Fake12_3	Fake12_A_RT_1	Fake12_A_RT_2	Fake12_A_RT_3	Fake12_A_RT_4	Real9_A	Real9_2	Real9_3	Real9_A_RT_1	Real9_A_RT_2	Real9_A_RT_3	Real9_A_RT_4	Real10_A	Real10_2	Real10_3	Real10_A_RT_1	Real10_A_RT_2	Real10_A_RT_3	Real10_A_RT_4	Real11_A	Real11_2	Real11_3	Real11_A_RT_1	Real11_A_RT_2	Real11_A_RT_3	Real11_A_RT_4	Real12_A	Real12_2	Real12_3	Real12_A_RT_1	Real12_A_RT_2	Real12_A_RT_3	Real12_A_RT_4	Inst_Fam2	CRT_Inst	CRT1_1_RT_1	CRT1_1_RT_2	CRT1_1_RT_3	CRT1_1_RT_4	CRT1_2_RT_1	CRT1_2_RT_2	CRT1_2_RT_3	CRT1_2_RT_4	CRT1_3_RT_1	CRT1_3_RT_2	CRT1_3_RT_3	CRT1_3_RT_4	CRT1_1	CRT1_2	CRT1_3	CRT3_1	CRT3_2	CRT3_3	CRT3_4	CRT_Random	CRT_chk	Comments	Length	LocationLatitude	LocationLongitude	LocationAccuracy	CRT_ACC_1	CRT_ACC_2	CRT_ACC_3	CRT_ACC_4	CRT_ACC_5	CRT_ACC_6	CRT_ACC_7	Fake1_Knowledge	Fake2_Knowledge	Fake3_Knowledge	Fake4_Knowledge	Fake5_Knowledge	Fake6_Knowledge	Fake7_Knowledge	Fake8_Knowledge	Fake9_Knowledge	Fake10_Knowledge	Fake11_Knowledge	Fake12_Knowledge	Real1_Knowledge	Real2_Knowledge	Real3_Knowledge	Real4_Knowledge	Real5_Knowledge	Real6_Knowledge	Real7_Knowledge	Real8_Knowledge	Real9_Knowledge	Real10_Knowledge	Real11_Knowledge	Real12_Knowledge	Fake1_SocialMedia	Fake2_SocialMedia	Fake3_SocialMedia	Fake4_SocialMedia	Fake5_SocialMedia	Fake6_SocialMedia	Fake7_SocialMedia	Fake8_SocialMedia	Fake9_SocialMedia	Fake10_SocialMedia	Fake11_SocialMedia	Fake12_SocialMedia	Real1_SocialMedia	Real2_SocialMedia	Real3_SocialMedia	Real4_SocialMedia	Real5_SocialMedia	Real6_SocialMedia	Real7_SocialMedia	Real8_SocialMedia	Real9_SocialMedia	Real10_SocialMedia	Real11_SocialMedia	Real12_SocialMedia	Fake1_Unfamiliar	Fake1_Familiar	Fake2_Unfamiliar	Fake2_Familiar	Fake3_Unfamiliar	Fake3_Familiar	Fake4_Unfamiliar	Fake4_Familiar	Fake5_Unfamiliar	Fake5_Familiar	Fake6_Unfamiliar	Fake6_Familiar	Fake7_Unfamiliar	Fake7_Familiar	Fake8_Unfamiliar	Fake8_Familiar	Fake9_Unfamiliar	Fake9_Familiar	Fake10_Unfamiliar	Fake10_Familiar	Fake11_Unfamiliar	Fake11_Familiar	Fake12_Unfamiliar	Fake12_Familiar	Real1_Unfamiliar	Real1_Familiar	Real2_Unfamiliar	Real2_Familiar	Real3_Unfamiliar	Real3_Familiar	Real4_Unfamiliar	Real4_Familiar	Real5_Unfamiliar	Real5_Familiar	Real6_Unfamiliar	Real6_Familiar	Real7_Unfamiliar	Real7_Familiar	Real8_Unfamiliar	Real8_Familiar	Real9_Unfamiliar	Real9_Familiar	Real10_Unfamiliar	Real10_Familiar	Real11_Unfamiliar	Real11_Familiar	Real12_Unfamiliar	Real12_Familiar	Fake1_Unfamiliar_SM	Fake1_Familiar_SM	Fake2_Unfamiliar_SM	Fake2_Familiar_SM	Fake3_Unfamiliar_SM	Fake3_Familiar_SM	Fake4_Unfamiliar_SM	Fake4_Familiar_SM	Fake5_Unfamiliar_SM	Fake5_Familiar_SM	Fake6_Unfamiliar_SM	Fake6_Familiar_SM	Fake7_Unfamiliar_SM	Fake7_Familiar_SM	Fake8_Unfamiliar_SM	Fake8_Familiar_SM	Fake9_Unfamiliar_SM	Fake9_Familiar_SM	Fake10_Unfamiliar_SM	Fake10_Familiar_SM	Fake11_Unfamiliar_SM	Fake11_Familiar_SM	Fake12_Unfamiliar_SM	Fake12_Familiar_SM	Real1_Unfamiliar_SM	Real1_Familiar_SM	Real2_Unfamiliar_SM	Real2_Familiar_SM	Real3_Unfamiliar_SM	Real3_Familiar_SM	Real4_Unfamiliar_SM	Real4_Familiar_SM	Real5_Unfamiliar_SM	Real5_Familiar_SM	Real6_Unfamiliar_SM	Real6_Familiar_SM	Real7_Unfamiliar_SM	Real7_Familiar_SM	Real8_Unfamiliar_SM	Real8_Familiar_SM	Real9_Unfamiliar_SM	Real9_Familiar_SM	Real10_Unfamiliar_SM	Real10_Familiar_SM	Real11_Unfamiliar_SM	Real11_Familiar_SM	Real12_Unfamiliar_SM	Real12_Familiar_SM	Old_Accurate	New_Accurate	CRT_ACC	CRT_Rand	CRT_Thomson	Fake_Old_Acc_Fam	Fake_New_Acc_Fam	Real_Old_Acc_Fam	Real_New_Acc_Fam	Fake_Old_SM_Fam	Fake_New_SM_Fam	Real_Old_SM_Fam	Real_New_SM_Fam	Familiarity_Before	Familiarity_After	ClintonTrump2	Conservatism	DemRep	NonVoters	L_Fake_Old_Acc_Unfam	L_Fake_New_Acc_Unfam	L_Real_Old_Acc_Unfam	L_Real_New_Acc_Unfam	C_Fake_Old_Acc_Unfam	C_Fake_New_Acc_Unfam	C_Real_Old_Acc_Unfam	C_Real_New_Acc_Unfam	PC_Fake_Acc_Unfam	PC_Real_Acc_Unfam	nPC_Fake_Acc_Unfam	nPC_Real_Acc_Unfam	Fake_Old_Accurate3	Fake_New_Accurate3	Fake_Old_Acc3_Unfam	Fake_New_Acc3_Unfam	Fake_FE_Unfam	Real_FE_Unfam
1	1	1.75	2	2	1.75	1	2.5	2	1	1.5	 	 	1	2	2	2	2.25	1.75	3.5	3	0.5	0.5	 	0.5	-0.5	-1	 	0	1	3	 	 	 	 	 	 	 	 	2	2	2	2/1/2017	2/1/2017	1	309665	6	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0.824	0.824	1.299	1	1	1	0.766	0.766	1.181	1	1	1	0.661	0.661	1.114	1	1	1	1.237	1.237	1.886	1	1	1	26.802	27.306	28.192	2	1	2	7.507	7.507	8.124	1	1	3	3.881	3.881	4.94	1	1	1	3.386	3.386	6.263	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0.497	1.767	2.35	3	1	1	1.141	1.141	2.899	1	1	3	1.305	1.305	2.114	1	1	3	1.327	1.327	1.874	1	1	1	6.552	7.749	8.667	3	1	3	4.022	4.022	5.015	1	1	3	68.938	68.938	69.768	1	1	3	3.621	3.621	4.377	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	24	2	3	1	1	 	2	2	1	92832	1	1	3	1	3	1	1	1	3	1	1	3	3	1	1	3	1	3	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	1	12.974	14.756	15.304	3	1	2	1	7.194	9.49	10.238	3	1	2	1	6.568	7.784	9.181	3	1	1	1	3.02	4.192	5.143	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	1	2.383	4.259	4.912	3	1	2	1	5.718	6.368	7.279	2	1	4	1	3.756	4.684	5.315	2	1	4	1	7.131	8.065	9.138	2	1	1	1	0.487	1.805	2.424	4	1	3	1	2.661	4.872	5.318	3	1	4	1	1.875	3.299	3.751	3	1	1	1	4.431	6.654	7.298	3	1	2	1	1.996	2.458	3.032	2	1	4	1	1.281	2.385	2.661	3	1	4	1	2.23	3.454	4.059	3	1	4	1	1.961	2.885	4.53	3	1	1	0.954	0.954	9.216	1	0.597	0.894	2.983	2	0.68	0.68	3.293	1	8	50	39	2	8	3	3	2	1	 	About 15 minutes	33.87030029	-117.9253006	-1	0	0	1	1	1	1	0	 	 	 	 	0	0	0	0	0	1	1	0	 	 	 	 	0	0	1	1	0	1	1	1	 	 	 	 	0	0	0	0	0	0	0	0	 	 	 	 	0	0	0	0	0	0	0	0	 	 	 	 	 	 	 	 	2	 	2	 	2	 	1	 	1	 	 	3	 	4	1	 	 	 	 	 	 	 	 	 	2	 	2	 	 	4	 	4	2	 	 	4	 	4	 	4	 	 	 	 	 	 	 	 	0	 	0	 	0	 	0	 	0	 	 	0	 	0	0	 	 	 	 	 	 	 	 	 	0	 	0	 	 	0	 	0	0	 	 	0	 	0	 	0	2.875	2.375	0.571428571	0.333333333	0.75	3.5	 	4	4	0	 	0	0	2.125	1.5	1	2	1	0	1	1.5	 	 	1	2	2	2	1.25	 	1.5	2	2.666666667	1.75	1	1.75	-0.75	0
1	1.5	1	1	1	1	1.25	2	2.25	2	1	 	 	1	1	1	1	1.5	1.25	2.5	2.75	0.25	-0.25	 	0	1	0	 	0	2	2	 	 	 	 	 	 	 	 	2	2	2	2/2/2017	2/2/2017	1	1676	6	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4.563	4.563	5.598	1	1	2	2.785	2.785	3.956	1	1	1	2.072	2.072	3.036	1	1	1	2.42	2.42	3.384	1	1	1	13.681	13.681	14.689	1	1	1	9.719	9.719	10.665	1	1	1	10.794	10.794	11.77	1	1	1	5.779	5.779	6.804	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4.908	4.908	6.02	1	1	3	4.008	4.008	5.239	1	1	1	5.185	7.035	12.278	2	1	3	4.202	4.202	5.714	1	1	2	9.583	9.583	10.736	1	1	3	22.136	22.136	23.359	1	1	1	7.461	7.461	8.387	1	1	2	15.279	15.279	16.537	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	66	1	3	1	2	 	5	5	2	44703	1	4	2	2	2	2	2	2	2	4	3	2	4	2	3	2	4	4	2	3	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	8.52	9.436	10.416	2	1	2	1	9.651	10.637	11.626	2	1	1	1	9.214	11.579	12.579	2	1	1	1	5.824	6.735	7.772	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	3	2	9.03	10.376	11.452	2	1	3	3	6.185	8.663	10.601	2	1	1	1	8.068	9.74	10.726	2	1	4	1	6.309	8.04	9.032	2	1	3	2	21.217	26.253	27.374	2	1	1	1	7.166	7.994	9.008	2	1	1	1	3.396	5.827	6.815	3	1	1	1	8.924	9.848	10.884	2	1	2	1	5.953	6.97	8.064	2	1	4	2	3.311	6.401	7.555	2	1	1	1	3.657	4.552	5.59	2	1	3	1	6.194	7.3	8.258	2	1	1	6.58	6.58	9.43	1	15.551	15.551	19.031	1	9.496	9.496	12.783	1	8	50	20	1	7	1	27	2	1	Good survey thanks	10 min	40.83760071	-81.39350128	-1	0	0	0	0	0	0	0	 	 	 	 	0	1	0	0	0	0	0	0	 	 	 	 	1	1	0	1	1	1	0	1	 	 	 	 	0	0	0	0	1	0	0	0	 	 	 	 	1	1	0	0	0	1	0	0	 	 	 	 	 	 	 	 	1	 	 	2	1	 	1	 	3	 	1	 	1	 	1	 	 	 	 	 	 	 	 	 	 	3	 	3	1	 	 	4	 	2	 	4	1	 	 	3	 	 	 	 	 	 	 	 	0	 	 	0	0	 	0	 	1	 	0	 	0	 	0	 	 	 	 	 	 	 	 	 	 	1	 	1	0	 	 	0	 	0	 	1	0	 	 	0	2	2	0	0	0	 	2	3	3.333333333	 	0	0.333333333	0.666666667	1.5	1.75	2	5	2	0	1	1	1	1	2	1	 	 	1.5	 	1	1	1.666666667	1.25	1.666666667	1	0.5	0
1	1.5	1.75	2	1.666666667	1.75	1	2.25	1.25	1	1.5	 	1.5	2	2	2	2	1.25	1.75	1.5	1.75	-0.5	-0.25	0.25	0	-0.5	0	 	0	1	1	0.5	0.75	1	0.75	0.5	0.75	1	0.666666667	2	2	2	2/1/2017	2/1/2017	1	11885	1	1	1	1	3	0.886	0.886	0	1	1	1	1.253	1.253	0	1	1	1	1.237	1.237	0	1	1	2	5.449	5.449	0	1	1	1	0.819	0.819	1.889	1	1	1	1.313	1.313	2.252	1	1	1	2.043	2.043	2.548	1	1	1	0.769	0.769	4.521	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	6.203	6.203	0	1	1	3	1.209	1.209	0	1	1	3	1.8	1.8	3.374	1	1	2	3.116	3.116	0	1	1	2	1.912	1.912	3.937	1	1	1	0.855	0.855	1.836	1	1	1	0.914	1.487	2.919	2	1	1	1.202	1.202	2.185	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	31	1	6	1	1	 	1	1	1	14609	1	4	3	4	1	4	4	2	4	2	3	1	2	1	3	4	4	4	2	4	3	1	1	1	2	0.99	2.536	3.098	2	1	2	2	1.553	3.338	4.338	3	1	1	1	1.373	3.219	4.222	2	1	1	1	1.435	3.241	3.845	2	1	2	1	4.084	7.462	0	4	1	2	2	0.805	3.673	0	4	1	2	2	1.128	3.153	0	2	1	1	2	0.978	4.546	0	5	1	2	2	3.073	5.003	5.491	3	1	1	3	0.981	3.547	4.087	3	1	1	2	1.443	4.025	4.512	2	1	2	3	1.652	4.033	4.881	3	1	2	2	0.959	2.35	0	2	1	2	1	1.349	4.451	5.354	2	1	2	2	0.923	4.273	0	4	1	1	2	1.665	3.397	3.92	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	10.047	10.047	12.451	1	17.098	17.098	19.885	1	12.889	12.889	18.341	1	8	50	20	2	8	1	9	2	2	No	5 minutes	42.48970032	-71.15950012	-1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	 	 	 	 	0	1	1	1	1	0	0	0	 	 	 	 	1	1	0	0	0	1	1	1	 	 	 	 	1	1	1	1	1	0	1	1	 	 	 	 	 	1	2	 	1	 	 	1	2	 	2	 	2	 	1	 	 	 	 	 	 	 	 	 	2	 	 	1	 	1	 	2	 	2	2	 	2	 	1	 	 	 	 	 	 	 	 	 	 	1	1	 	0	 	 	0	0	 	1	 	1	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	 	1	 	1	 	1	0	 	1	 	1	 	 	 	 	 	 	 	 	 	1.375	1.75	0.285714286	0	0.5	1	 	1.333333333	2	0.5	 	1	1	2	1.125	1	1	1	0	1	1.5	 	1.5	2	2	2	2	1.25	1.5	2	2	1.25	1.75	1.5	1.75	-0.25	0.333333333
1	1.5	2	2	2.666666667	1	1	1.5	1.25	1	2	2	2.5	2	2	2	3	1.5	2	2.5	2.75	-0.5	-0.25	0.75	0.5	-1	0	-0.5	-1	2	2	 	 	 	 	 	 	 	 	2	2	2	2/1/2017	2/1/2017	1	643923	3	1	1	1	1	2.328	3.105	3.832	2	1	1	3.112	3.112	3.839	1	1	1	1.677	1.677	3.124	1	1	1	1.852	1.852	3.476	1	1	1	18.571	18.571	19.647	1	1	1	8.027	8.027	9.803	1	1	1	24.834	24.834	27.027	1	1	1	11.444	11.444	16.293	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2.584	2.584	3.368	1	1	1	1.757	1.757	3.08	1	1	1	2.501	3.324	3.964	2	1	2	2.762	2.762	4.656	1	1	1	14.767	14.767	17.489	1	1	3	14.586	14.586	17.084	1	1	1	9.649	9.649	11.503	1	1	1	13.527	13.527	15.016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	57	2	3	1	3	 	3	3	2	4930	1	2	1	2	1	3	1	1	1	2	2	1	2	1	3	1	3	3	1	3	1	1	1	1	1	11.152	17.777	18.605	2	1	3	1	10.473	13.233	14.166	3	1	3	1	9.526	11.367	12.145	2	1	1	1	8.461	10.126	10.89	2	1	1	1	4.233	5.745	6.436	2	1	1	1	3.891	5.563	6.277	2	1	1	1	3.204	5.052	6.027	2	1	3	1	2.471	4.143	5.035	2	1	2	1	6.596	8.236	9.128	2	1	3	1	7.89	9.625	10.389	2	1	3	1	7.666	8.841	10.036	2	1	3	1	12.665	14.801	15.668	3	1	2	1	9.021	12.829	13.601	2	1	4	2	3.924	8.043	9.631	3	1	2	1	5.748	7.475	8.361	2	1	2	1	5.669	7.7	9.264	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1.597	8.719	16.522	2	11.138	11.138	23.612	1	9.823	9.823	14.191	1	8	50	20	1	8	3	27	2	2	no	15 min	44.84660339	-69.36540222	-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	 	 	 	 	0	0	0	1	0	1	0	0	 	 	 	 	0	0	0	0	0	0	0	0	 	 	 	 	0	0	0	0	0	1	0	0	 	 	 	 	1	 	3	 	3	 	1	 	1	 	1	 	1	 	3	 	 	 	 	 	 	 	 	 	2	 	3	 	3	 	 	3	2	 	 	4	2	 	2	 	 	 	 	 	 	 	 	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	 	 	 	 	 	 	 	 	0	 	0	 	0	 	 	0	0	 	 	1	0	 	0	 	 	 	 	 	 	 	 	 	2	2.375	0.285714286	0	0.5	 	 	4	3	 	 	1	0	1.25	1.125	2	3	 	0	2	2	2	3	1	2	2	2.5	1.5	2.25	2	2.5	1.5	2	1.5	2	-0.5	-0.666666667
