KT_Old_Accurate	KT_New_Accurate	KF_Old_Accurate	KF_New_Accurate	UT_Old_Accurate	UT_New_Accurate	UF_Old_Accurate	UF_New_Accurate	Imp1_2	Imp2_2	Imp3_2	Imp4_2	Condition	Random	Google	Random2	StartDate	EndDate	Finished	confirmCode	IDInst	Inst_Familiarity	Imp1_1	Imp2_1	Imp3_1	Imp4_1	Plau1_1	Plau2_1	Plau3_1	Plau4_1	True1_1	True2_1	True3_1	True4_1	True5_1	True6_1	True7_1	True8_1	True9_1	True10_1	False1_1	False2_1	False3_1	False4_1	False5_1	False6_1	False7_1	False8_1	False9_1	False10_1	Age	Sex	Education	English	Zipcode	PANAS	PANAS_1	PANAS_2	PANAS_3	PANAS_4	PANAS_5	PANAS_6	PANAS_7	PANAS_8	PANAS_9	PANAS_10	PANAS_11	PANAS_12	PANAS_13	PANAS_14	PANAS_15	PANAS_16	PANAS_17	PANAS_18	PANAS_19	PANAS_20	Inst_Accuracy	Plau1_2	Plau2_2	Plau3_2	Plau4_2	True1_2	True2_2	True3_2	True4_2	True5_2	True6_2	True7_2	True8_2	True9_2	True10_2	False1_2	False2_2	False3_2	False4_2	False5_2	False6_2	False7_2	False8_2	False9_2	False10_2	Comments	Length	LocationLatitude	LocationLongitude	LocationAccuracy
5.5	6	1	1	4.2	3.4	3	3.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	539431	1	1	1	2	 	 	5	2	 	 	5	5	5	5	5	 	 	 	 	 	2	4	5	5	5	 	 	 	 	 	36	2	4	1	30012	1	4	2	3	1	3	2	1	1	3	2	2	4	2	3	1	3	4	1	3	1	1	5	6	6	6	5	4	4	4	4	4	3	2	4	4	2	4	2	3	4	4	4	2	4	4	n/a	7 minutes	33.73629761	-83.99199677	-1
3.5	6	1	1	3.2	4	4.6	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	30849	1	1	2	2	 	 	4	2	 	 	3	3	3	5	5	 	 	 	 	 	5	5	4	4	4	 	 	 	 	 	56	2	2	1	64050	1	4	1	3	1	2	1	1	1	3	3	1	5	1	3	1	3	5	1	3	1	1	1	6	6	6	6	2	2	2	4	3	5	3	5	4	5	4	4	5	5	2	4	4	3	4	Enjoyed it.	8 minutes	41.87319946	-88.00019836	-1
6	6	1	1	4.8	5	3.8	3.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	714058	1	1	1	5	 	 	3	1	 	 	3	3	4	4	5	 	 	 	 	 	4	4	5	5	4	 	 	 	 	 	40	2	6	1	61615	1	4	1	2	2	1	1	1	1	3	2	1	5	1	3	2	3	5	2	3	1	1	6	6	6	6	6	5	3	6	4	6	6	4	3	6	2	5	3	4	5	3	1	4	4	6	 	7 mins	40.62319946	-89.6894989	-1
6	6	1	1	4.6	2.6	3.4	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	215157	1	1	1	1	 	 	3	1	 	 	6	2	5	6	5	 	 	 	 	 	5	5	4	5	6	 	 	 	 	 	25	1	5	1	22209	1	5	1	4	1	4	1	1	1	4	2	1	4	1	3	1	5	5	2	4	1	1	6	6	6	6	5	1	5	6	6	5	1	1	5	1	5	4	1	1	6	5	3	4	4	4	 	6 minutes	38.90679932	-77.04270172	-1
5.5	6	1	1	3.25	4.2	4.2	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	716204	1	1	3	4	 	 	2	2	 	 	2	2	2	1	6	 	 	 	 	 	2	1	5	6	 	 	 	 	 	 	24	2	4	1	98122	1	4	1	2	1	2	1	1	1	2	2	1	5	1	3	1	2	5	1	2	1	1	6	5	6	6	5	 	2	2	4	5	4	4	4	4	4	4	5	4	4	4	4	4	4	4	"I think I accidently skipped some questions. It was 100% accidental. If you need me to, send me a message with the questions and I can answer those specific ones or retake."	8 mins	47.59429932	-122.6264954	-1
6	5.5	1	1	3	3.2	3.4	3.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	737486	1	1	5	5	 	 	2	1	 	 	2	2	3	4	4	 	 	 	 	 	2	2	2	2	2	 	 	 	 	 	37	2	5	1	32811	1	2	1	1	1	1	1	1	1	1	1	1	4	1	1	1	3	4	1	3	1	1	6	6	5	6	3	3	2	3	4	4	3	2	4	3	3	4	2	4	4	4	4	3	3	4	none	10min	28.56629944	-81.26080322	-1
6	6	1	1	4.6	4	4.4	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	78681	1	1	2	2	 	 	3	1	 	 	2	2	5	5	5	 	 	 	 	 	4	3	2	6	4	 	 	 	 	 	29	2	5	1	63119	1	2	2	3	1	2	1	1	2	4	2	2	2	1	3	2	3	4	2	2	1	1	6	6	6	6	6	4	5	4	4	6	3	3	3	5	5	4	4	5	4	2	5	2	4	4	 	5 MINUTES	38.58990479	-90.34690094	-1
6	6	1	1	3.4	4.8	3.2	3	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	624742	1	1	1	1	 	 	1	1	 	 	4	2	3	4	5	 	 	 	 	 	4	3	3	5	5	 	 	 	 	 	29	1	6	1	29204	1	4	1	2	1	2	1	1	2	4	1	1	4	1	4	4	4	4	1	3	1	1	6	6	6	6	2	4	2	4	5	5	5	2	6	6	2	4	2	4	4	4	1	1	5	4	None	6 Minutes	34.09880066	-81.061203	-1
6	6	1	1	3.2	4.4	4.6	4.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	663406	1	1	1	1	 	 	2	2	 	 	6	3	5	5	5	 	 	 	 	 	5	4	5	6	6	 	 	 	 	 	27	1	5	1	18634	1	5	2	3	1	4	1	1	1	4	4	1	4	1	4	2	4	4	2	4	1	1	6	6	6	6	5	2	2	3	4	3	4	5	5	5	4	5	5	5	4	4	4	6	4	3	nope	five mins	41.228302	-75.79350281	-1
6	6	1	1	4.2	2.8	4.2	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	272459	1	1	1	1	 	 	1	1	 	 	2	1	1	3	3	 	 	 	 	 	1	1	3	3	2	 	 	 	 	 	28	1	5	1	63101	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	3	1	1	1	1	6	6	6	6	6	3	4	4	4	1	4	3	5	1	4	4	4	5	4	4	4	4	1	4	no	10 minutes	38.61819458	-90.34670258	-1
6	6	1	1	3.6	2.6	3.2	3.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	46137	1	1	6	1	 	 	2	1	 	 	4	1	4	4	2	 	 	 	 	 	1	2	3	5	3	 	 	 	 	 	38	2	6	1	21204	1	5	1	1	1	3	1	1	1	2	3	1	5	1	2	1	4	5	1	1	1	1	6	6	6	6	5	3	1	4	5	4	2	2	4	1	3	4	3	2	4	4	4	3	5	2	no	8 minutes	40.75660706	-74.21849823	-1
6	6	1	1	3.6	4.6	4	4.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	431468	1	1	1	1	 	 	2	1	 	 	2	3	4	3	4	 	 	 	 	 	2	4	4	5	4	 	 	 	 	 	64	2	3	2	91505	1	3	1	2	1	3	1	1	1	3	1	1	4	1	3	1	1	3	1	4	1	1	6	6	6	6	5	3	4	2	4	4	4	6	5	4	5	4	4	4	3	3	5	5	5	4	interesting	10 minutes	34.17160034	-118.3216019	-1
6	6	1	1	4.4	4	4.2	3.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	460284	1	1	1	2	 	 	2	1	 	 	4	1	5	4	5	 	 	 	 	 	4	2	4	5	2	 	 	 	 	 	25	1	2	1	84720	1	3	1	3	1	4	1	1	1	2	4	1	2	1	3	1	4	2	1	2	1	1	6	6	6	6	5	4	4	5	4	4	4	4	4	4	4	4	5	4	4	2	4	4	4	4	no	7 minutes	37.81159973	-113.2240982	-1
5.5	6	1	1	4	2.8	3.2	4.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	718670	1	1	1	1	 	 	3	1	 	 	4	2	3	5	5	 	 	 	 	 	4	4	1	5	5	 	 	 	 	 	30	2	4	1	32960	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	3	1	1	1	1	5	6	6	6	6	4	4	2	4	6	2	1	4	1	3	3	4	2	4	5	4	5	2	5	no	7-8 mins	27.59210205	-80.38529968	-1
3.5	5.5	1	1	4	3.4	3.4	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	220962	1	1	4	5	 	 	2	2	 	 	3	2	2	4	4	 	 	 	 	 	2	2	2	2	2	 	 	 	 	 	25	1	3	1	84116	1	2	1	4	2	4	1	1	1	3	3	1	3	1	3	1	4	3	1	4	1	1	4	3	5	6	6	3	3	4	4	2	4	3	4	4	4	4	3	3	3	4	3	4	3	3	no	not usre	33.26950073	-111.7129974	-1
6	6	3.5	1	3.6	2.8	3.6	5.2	6	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	453913	1	1	6	6	 	 	5	1	 	 	4	3	5	6	5	 	 	 	 	 	6	6	4	5	5	 	 	 	 	 	24	2	3	1	27603	1	2	2	2	1	1	3	1	1	2	1	3	2	2	1	2	2	2	1	1	1	1	6	6	6	6	6	1	4	3	4	3	1	3	6	1	2	5	2	4	5	5	4	6	5	6	no	8 mins	35.67610168	-78.81600189	-1
5.5	6	1	1	4	5.2	3.6	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	59131	1	1	2	3	 	 	3	1	 	 	3	3	4	5	4	 	 	 	 	 	2	4	4	4	4	 	 	 	 	 	33	2	3	1	33993	1	3	1	1	1	2	1	1	 	1	1	1	4	1	1	1	3	4	1	3	1	1	5	6	6	6	5	2	4	4	5	6	5	5	5	5	4	4	4	3	3	4	3	2	4	4	no	8 minutes	26.69630432	-81.94290161	-1
5	5.5	1	1	3.8	3	3.6	3.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	752562	1	1	2	3	 	 	4	4	 	 	4	3	5	3	5	 	 	 	 	 	4	4	3	5	5	 	 	 	 	 	27	1	5	1	93730	1	3	3	2	3	1	1	2	1	2	1	2	3	2	2	2	2	2	1	2	2	1	5	5	5	6	4	4	3	4	4	5	 	2	3	2	4	4	4	2	4	4	4	1	3	4	No	7 minutes	36.74769592	-119.7723999	-1
6	6	1	1	4	4.2	3.8	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	260604	1	1	3	4	 	 	2	1	 	 	3	2	4	5	4	 	 	 	 	 	5	5	4	5	4	 	 	 	 	 	48	2	5	1	8080	1	2	1	2	1	3	1	1	1	3	3	2	4	1	3	1	3	4	1	2	1	1	6	6	6	6	4	5	4	3	4	6	5	4	2	4	4	4	4	3	4	4	5	2	5	4	 	&lt;5 minutes	39.79670715	-75.15039825	-1
4.5	5.5	1.5	3.5	3.2	3.6	4	3.6	1	2	1	6	1	2	2	2	3/30/2017	3/30/2017	1	924930	1	1	1	4	 	 	3	3	 	 	3	2	3	4	4	 	 	 	 	 	2	2	2	4	4	 	 	 	 	 	32	2	3	1	80427	1	2	2	2	1	2	1	1	1	3	2	2	4	2	1	1	3	4	2	3	1	1	4	5	5	6	3	3	3	4	3	3	3	4	4	4	4	4	4	4	4	3	4	4	3	4	none thank you	8 mins	39.73880005	-104.4083023	-1
6	5.5	1	1	4.4	4.8	4.6	3.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	484234	1	1	1	1	 	 	2	1	 	 	4	3	4	4	5	 	 	 	 	 	3	4	4	6	3	 	 	 	 	 	57	 	5	1	16146	1	3	1	1	1	3	1	1	1	2	1	1	3	1	1	2	3	3	3	3	1	1	6	6	5	6	5	4	4	4	5	5	6	5	5	3	4	6	4	5	4	1	5	2	5	6	 	10 minutes	41.23500061	-80.49710083	-1
5	6	1	1	4	4	4	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	277467	1	1	2	1	 	 	5	3	 	 	4	4	5	5	6	 	 	 	 	 	6	6	3	5	6	 	 	 	 	 	27	2	2	1	43204	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	2	1	1	2	2	1	1	4	6	6	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	 	6 min	39.96409607	-83.08460236	-1
6	6	1	1	3.4	4	2.8	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	12075	1	1	2	2	 	 	2	1	 	 	5	4	4	6	4	 	 	 	 	 	4	2	4	6	2	 	 	 	 	 	36	2	4	1	92109	1	5	1	3	1	4	1	1	1	3	4	1	5	1	3	1	5	5	1	4	1	1	6	6	6	6	2	3	1	6	5	6	4	3	2	5	1	4	2	4	3	3	1	4	5	4	fun survey	6 minutes	32.81829834	-117.1966019	-1
3.5	6	1	1	4	4.2	4	4.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	922639	1	1	2	2	 	 	2	2	 	 	4	3	5	5	4	 	 	 	 	 	4	4	4	4	4	 	 	 	 	 	30	2	6	1	2130	1	2	1	1	1	 	1	1	 	1	1	1	2	1	1	1	2	2	1	2	1	1	6	1	6	6	5	1	4	5	5	6	5	2	6	2	4	4	4	4	4	5	1	6	4	5	 	 	42.36459351	-71.10279846	-1
6	6	1	1	4.2	5.8	2.6	1.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	985641	1	1	1	1	 	 	1	1	 	 	4	4	4	6	5	 	 	 	 	 	2	3	5	4	5	 	 	 	 	 	27	1	3	1	33950	1	4	1	2	2	3	1	1	1	3	3	2	3	1	3	2	3	3	1	2	1	1	6	6	6	6	6	4	3	3	5	6	6	6	6	5	2	3	4	2	2	1	3	1	3	1	thanks	8 minutes	26.69630432	-81.94290161	-1
5.5	6	1	1	4.2	3.6	4	4	1	 	1	1	1	2	2	2	3/30/2017	3/30/2017	1	302292	1	1	1	1	 	 	1	1	 	 	4	1	1	4	3	 	 	 	 	 	1	1	1	4	1	 	 	 	 	 	31	2	5	1	62694	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	5	6	6	6	5	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	No.	Not sure.	42.6105957	-89.65139771	-1
5.5	6	1	1	4.4	3.8	3.6	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	617310	1	1	3	3	 	 	2	2	 	 	4	4	4	4	4	 	 	 	 	 	4	4	4	4	4	 	 	 	 	 	27	1	3	1	32738	1	2	2	1	2	2	1	1	1	1	1	2	2	1	1	1	3	3	1	2	1	1	5	6	6	6	5	4	4	4	5	4	4	4	4	3	4	4	4	2	4	4	4	4	5	3	No	5 minutes maybe	28.88409424	-81.23480225	-1
6	6	1	1	5.2	3.2	3.6	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	390546	1	1	5	5	 	 	2	2	 	 	5	2	5	5	5	 	 	 	 	 	3	3	5	5	2	 	 	 	 	 	41	1	5	1	94590	1	4	1	3	1	4	1	1	1	3	3	1	4	 	3	1	3	4	1	2	1	1	6	6	6	6	6	6	4	4	6	5	3	4	3	1	4	4	2	4	4	4	5	4	4	3	 	5 min	38.11650085	-122.2090988	-1
6	6	1	1	4.4	4.2	5	4.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	289785	1	1	1	1	 	 	2	1	 	 	5	2	4	5	5	 	 	 	 	 	4	2	3	5	4	 	 	 	 	 	24	1	2	1	37716	1	4	1	4	1	3	1	1	1	4	3	1	4	1	3	2	4	4	2	3	1	1	6	6	6	6	5	4	4	5	4	6	4	4	5	2	5	4	5	5	6	4	4	4	4	5	 	9 minutes	36.103302	-84.20619965	-1
5	5.5	1	1	4.2	4.4	4.6	3.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	581407	1	1	1	1	 	 	4	5	 	 	5	2	2	5	5	 	 	 	 	 	4	3	2	6	2	 	 	 	 	 	29	2	5	1	4901	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	1	1	4	6	5	6	4	4	4	4	5	4	5	5	4	4	5	4	4	5	5	4	4	3	4	4	Nope	5 minutes	44.56159973	-69.55590057	-1
6	5	1	1	3.6	3.6	4	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	775085	1	1	1	1	 	 	1	1	 	 	1	1	1	1	1	 	 	 	 	 	1	1	1	1	1	 	 	 	 	 	24	2	5	1	44502	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	6	6	4	6	4	2	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	 	i don't know	41.09199524	-80.64160156	-1
5.5	6	1	1	3.6	4.2	3.4	2.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	141049	1	1	3	4	 	 	2	3	 	 	2	2	5	5	5	 	 	 	 	 	4	5	3	3	4	 	 	 	 	 	28	1	5	1	11385	1	4	3	4	4	4	1	2	4	3	4	1	4	3	3	2	4	5	2	4	4	1	5	6	6	6	3	5	1	5	4	6	4	5	3	3	4	2	2	5	4	2	2	3	3	3	 	20 minutes	40.76249695	-73.95030212	-1
6	6	1	1	3.6	4.4	3.4	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	828539	1	1	1	1	 	 	1	1	 	 	4	2	3	4	3	 	 	 	 	 	2	1	1	5	4	 	 	 	 	 	31	2	4	1	44035	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	2	1	1	1	1	6	6	6	6	6	4	2	2	4	6	5	2	5	4	4	3	4	2	4	4	4	4	4	4	 	10 minuyes	41.36489868	-82.11499786	-1
4.5	6	1.5	1	3.6	3.8	2.8	4	2	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	822897	1	1	4	1	 	 	3	3	 	 	5	5	5	6	4	 	 	 	 	 	3	4	6	5	4	 	 	 	 	 	53	2	3	1	97048	1	3	1	3	1	2	1	1	1	3	3	1	3	1	1	2	3	3	2	3	1	1	4	5	6	6	5	2	4	4	3	6	4	2	5	2	3	3	4	1	3	4	4	5	4	3	 	6 minutes	45.48179626	-122.6004944	-1
6	6	1	1	4.2	2.8	4	3.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	262567	1	1	6	6	 	 	5	2	 	 	4	2	5	5	5	 	 	 	 	 	5	3	2	4	3	 	 	 	 	 	35	2	3	1	80525	1	2	1	2	1	2	1	1	1	2	2	2	2	1	3	2	2	4	2	1	1	1	6	6	6	6	6	3	2	5	5	2	4	3	4	1	5	5	5	1	4	4	4	2	3	3	 	10 min	39.76400757	-105.0179977	-1
6	6	1	1	4	5.4	4.8	4.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	672753	1	1	1	1	 	 	1	3	 	 	4	1	5	5	3	 	 	 	 	 	2	3	5	5	4	 	 	 	 	 	47	1	6	1	84115	1	3	3	1	2	1	1	1	1	1	2	4	4	1	4	2	5	4	1	2	2	1	6	6	6	6	6	1	4	4	5	6	6	3	6	6	4	5	5	5	5	4	4	3	6	5	no	8 min	40.7855072	-111.736702	-1
6	5.5	1	1	4	4.6	4.2	4.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	531547	1	1	5	6	 	 	2	2	 	 	4	2	4	5	4	 	 	 	 	 	2	4	2	5	5	 	 	 	 	 	28	1	5	1	23832	1	4	1	3	1	 	1	 	1	 	1	1	4	1	1	2	2	5	2	3	 	1	6	6	5	6	5	4	4	3	4	4	4	4	5	6	4	4	4	5	4	4	4	5	5	4	I need to brush up on my trivia!	"5 minutes, ish."	37.55380249	-77.46029663	-1
6	6	1	1	3.8	3	4	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	377766	1	1	4	1	 	 	2	1	 	 	5	3	6	5	6	 	 	 	 	 	2	3	3	5	5	 	 	 	 	 	34	2	5	1	54403	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	1	3	3	1	1	1	1	6	6	6	6	6	2	1	4	6	6	6	1	1	1	4	4	1	5	6	1	3	6	4	6	 	6 minutes	38.57829285	-90.66660309	-1
3.5	5.5	1	1	4.2	4.4	4	4.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	812189	1	1	1	2	 	 	5	3	 	 	5	4	3	6	6	 	 	 	 	 	2	5	5	6	6	 	 	 	 	 	49	2	4	1	61832	1	5	1	4	1	4	1	1	1	3	4	1	3	1	3	1	5	4	1	4	1	1	1	6	5	6	5	4	4	4	4	4	4	5	5	4	4	4	4	4	4	5	4	5	4	4	 	15 minutes	37.75100708	-97.8219986	-1
3	6	1	1	4	4.4	4.6	3.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	615508	1	1	5	6	 	 	5	2	 	 	5	4	4	5	5	 	 	 	 	 	2	4	5	4	4	 	 	 	 	 	24	2	4	1	47025	1	4	1	1	1	2	1	1	1	4	3	1	3	1	3	2	3	3	2	3	1	1	5	1	6	6	6	2	4	4	4	6	4	4	5	3	4	5	4	5	5	5	5	2	3	4	 	10 minutes	39.16229248	-84.89109802	-1
4.5	6	2.5	5	3.2	1.6	3.6	2.6	1	4	6	4	1	2	2	2	3/30/2017	3/30/2017	1	627728	1	1	4	5	 	 	4	3	 	 	3	4	4	6	1	 	 	 	 	 	4	1	4	4	4	 	 	 	 	 	30	2	4	1	39553	1	4	1	4	1	3	1	1	1	1	4	3	4	1	3	1	3	3	1	3	1	1	3	6	6	6	4	3	4	3	2	1	1	1	4	1	3	3	5	3	4	4	3	1	1	4	No comments	15 minutes	30.4223938	-88.65270233	-1
5	6	1	1	4.2	3.6	4.2	3.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	91058	1	1	2	4	 	 	3	4	 	 	5	3	4	5	4	 	 	 	 	 	4	5	3	5	3	 	 	 	 	 	31	2	3	1	30223	1	5	1	3	1	3	1	1	1	4	3	1	5	1	4	1	4	5	1	4	1	1	4	6	6	6	6	3	4	5	3	3	3	5	3	4	5	4	3	5	4	4	4	4	3	3	would like to know whether true of false statements	6 or 7 min	33.44729614	-84.14689636	-1
6	5.5	1	1	4.6	3.6	4.2	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	758113	1	1	1	1	 	 	1	1	 	 	4	2	4	3	3	 	 	 	 	 	3	2	4	1	4	 	 	 	 	 	29	1	5	1	21136	1	3	1	2	1	4	1	1	1	2	3	1	4	1	2	1	4	4	1	4	1	1	6	6	5	6	6	6	4	3	4	5	4	4	4	1	4	5	4	4	4	4	4	4	4	4	thanks	6 minutes	39.47929382	-76.79810333	-1
4.5	5.5	4	3.5	3	3.4	4.2	2.4	6	2	1	6	1	2	2	2	3/30/2017	3/30/2017	1	218325	1	1	2	5	 	 	2	4	 	 	4	3	5	4	5	 	 	 	 	 	4	5	4	4	4	 	 	 	 	 	29	2	5	1	48105	1	4	2	4	 	4	2	2	2	4	4	2	4	2	2	2	5	4	2	4	2	1	3	6	5	6	1	4	3	3	4	3	4	4	3	3	4	4	4	5	4	3	2	3	2	2	none	5 minutes	42.272995	-83.59940338	-1
6	6	1	1	3.4	3.4	3.6	3	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	424271	1	1	1	1	 	 	6	6	 	 	3	5	2	3	4	 	 	 	 	 	4	2	2	3	4	 	 	 	 	 	32	1	5	1	77026	1	3	1	1	1	2	1	1	1	3	1	1	3	1	3	1	4	3	1	3	1	1	6	6	6	6	2	5	2	3	5	4	3	2	4	4	4	3	4	2	5	2	4	1	4	4	None	5 minutes	29.90510559	-95.1678009	-1
1.5	6	1	1	3.4	3.4	4	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	372054	1	1	1	4	 	 	3	1	 	 	3	4	4	4	2	 	 	 	 	 	2	2	6	5	5	 	 	 	 	 	52	2	6	1	78363	1	5	1	4	1	5	1	1	1	5	5	1	5	1	5	1	5	5	1	4	1	1	2	1	6	6	4	3	2	5	3	3	4	4	3	3	4	4	4	4	4	3	4	3	4	3	Thanks...	8 minutes	27.46150208	-97.84369659	-1
5	6	1	1	4.4	3.8	4	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	466432	1	1	4	2	 	 	3	4	 	 	3	3	4	4	4	 	 	 	 	 	3	3	3	4	3	 	 	 	 	 	38	2	4	1	15522	1	3	2	2	2	2	1	2	2	2	2	2	4	1	2	2	2	4	1	2	1	1	4	6	6	6	5	4	4	4	5	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	no	7 minutes	39.94070435	-75.22810364	-1
6	6	1	1	4.2	4.6	3.6	3.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	359351	1	1	1	1	 	 	1	2	 	 	5	2	5	5	5	 	 	 	 	 	2	2	3	6	2	 	 	 	 	 	35	2	5	1	90034	1	2	1	1	1	2	1	1	1	2	1	2	2	1	3	1	2	3	1	2	1	1	6	6	6	6	6	4	3	4	4	6	4	4	3	6	4	4	4	2	4	4	3	1	4	4	no	5 min	33.99499512	-118.3917007	-1
6	6	1	1	3.6	4	3.6	3.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	879188	1	1	5	6	 	 	2	1	 	 	4	1	3	5	6	 	 	 	 	 	4	5	4	5	6	 	 	 	 	 	37	1	3	1	22960	1	3	1	2	1	2	1	1	1	1	3	1	3	 	1	1	4	3	1	1	1	1	6	6	6	6	5	3	3	2	5	5	4	6	4	1	4	4	3	4	3	2	4	5	3	4	 	10 minutes	38.25500488	-78.39179993	-1
6	6	1	1	4.6	3.2	4	4.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	871041	1	1	1	1	 	 	1	1	 	 	3	1	5	6	3	 	 	 	 	 	1	1	1	5	5	 	 	 	 	 	24	1	5	1	16502	1	3	1	2	1	4	1	1	1	2	3	1	2	1	3	1	3	2	1	4	1	1	6	6	6	6	6	4	4	4	5	5	4	4	2	1	4	4	4	4	4	3	4	4	4	6	 	5	42.10749817	-79.95359802	-1
6	6	1	1	3.6	2.6	2.2	2.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	237015	1	1	1	1	 	 	2	1	 	 	5	1	1	1	4	 	 	 	 	 	4	4	3	1	4	 	 	 	 	 	19	2	3	1	24142	1	2	4	3	4	3	1	2	1	1	3	4	2	1	1	4	4	1	5	1	2	1	6	6	6	6	6	4	3	1	4	2	4	4	1	2	1	4	1	1	4	1	2	3	3	4	no	7 minutes	37.13749695	-80.55059814	-1
6	6	1	1	3.4	5.6	2.8	2.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	26830	1	1	1	2	 	 	1	1	 	 	3	2	4	5	4	 	 	 	 	 	3	1	4	4	5	 	 	 	 	 	47	1	3	1	97206	1	4	1	2	1	3	1	1	1	4	2	1	4	1	2	1	3	4	2	3	1	1	6	6	6	6	6	1	1	4	5	6	6	4	6	6	4	4	4	1	1	2	1	2	2	5	nope	7.5 min	45.48179626	-122.6004944	-1
5.5	6	1	1.5	4.4	2.4	4.6	3.6	1	1	2	1	1	2	2	2	3/30/2017	3/30/2017	1	834900	1	1	4	1	 	 	2	1	 	 	5	1	4	5	6	 	 	 	 	 	4	1	4	6	4	 	 	 	 	 	29	2	5	1	20784	1	4	1	2	2	2	1	1	3	1	3	5	4	1	2	1	5	5	3	4	1	1	5	6	6	6	6	2	4	5	5	1	2	2	4	3	4	4	4	6	5	4	6	2	1	5	 	4 minuets	38.91859436	-76.78620148	-1
6	6	1	1	3.4	3.4	2.4	2.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	159022	1	1	5	6	 	 	4	1	 	 	4	3	5	5	5	 	 	 	 	 	4	4	2	4	4	 	 	 	 	 	65	1	5	1	6001	1	5	1	2	1	4	1	1	1	3	3	1	5	1	2	1	4	4	1	4	1	1	6	6	6	6	4	2	2	4	5	5	6	2	2	2	2	3	2	2	3	2	2	4	4	2	No thanks	7 minutes	38.55279541	-75.2440033	-1
