KT_Old_Accurate	KT_New_Accurate	KF_Old_Accurate	KF_New_Accurate	UT_Old_Accurate	UT_New_Accurate	UF_Old_Accurate	UF_New_Accurate	Imp1_2	Imp2_2	Imp3_2	Imp4_2	Condition	Random	Google	Random2	StartDate	EndDate	Finished	confirmCode	IDInst	Inst_Familiarity	Imp1_1	Imp2_1	Imp3_1	Imp4_1	Plau1_1	Plau2_1	Plau3_1	Plau4_1	True1_1	True2_1	True3_1	True4_1	True5_1	True6_1	True7_1	True8_1	True9_1	True10_1	False1_1	False2_1	False3_1	False4_1	False5_1	False6_1	False7_1	False8_1	False9_1	False10_1	Age	Sex	Education	English	Zipcode	PANAS	PANAS_1	PANAS_2	PANAS_3	PANAS_4	PANAS_5	PANAS_6	PANAS_7	PANAS_8	PANAS_9	PANAS_10	PANAS_11	PANAS_12	PANAS_13	PANAS_14	PANAS_15	PANAS_16	PANAS_17	PANAS_18	PANAS_19	PANAS_20	Inst_Accuracy	Plau1_2	Plau2_2	Plau3_2	Plau4_2	True1_2	True2_2	True3_2	True4_2	True5_2	True6_2	True7_2	True8_2	True9_2	True10_2	False1_2	False2_2	False3_2	False4_2	False5_2	False6_2	False7_2	False8_2	False9_2	False10_2	Comments	Length	LocationLatitude	LocationLongitude	LocationAccuracy
6	6	1	1	4	3.8	3.6	3.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	194701	1	1	6	1	 	 	2	1	 	 	4	2	3	4	4	 	 	 	 	 	2	2	1	5	4	 	 	 	 	 	33	1	3	1	14219	1	2	1	1	1	1	1	1	1	1	1	2	3	1	1	1	3	2	1	1	1	1	6	6	6	6	4	4	4	4	4	4	4	3	4	4	4	4	4	2	4	4	4	1	5	4	 	5 min	42.790802	-78.82720184	-1
6	5.5	6	1	6	3.2	6	2.8	6	6	1	1	1	2	2	2	3/30/2017	3/30/2017	1	602025	1	1	4	5	 	 	5	5	 	 	5	3	6	5	6	 	 	 	 	 	2	4	6	4	6	 	 	 	 	 	39	1	5	1	35456	1	4	4	1	3	3	1	2	1	1	2	2	4	2	1	2	2	4	1	1	2	1	6	6	5	6	6	6	6	6	6	6	2	3	4	1	6	6	6	6	6	2	4	1	3	4	 	10 mins	33.33230591	-87.47409821	-1
4.5	6	1	1.5	4.6	4.6	4.4	4.4	1	1	2	1	1	2	2	2	3/30/2017	3/30/2017	1	45014	1	1	6	6	 	 	3	1	 	 	5	2	1	5	3	 	 	 	 	 	4	3	1	5	4	 	 	 	 	 	33	2	6	1	7013	1	2	2	1	2	 	2	 	1	1	1	2	2	1	1	2	1	2	2	1	2	1	4	5	6	6	5	4	4	5	5	4	6	5	4	4	5	4	4	5	4	5	4	4	5	4	 	3 nminutes	40.84710693	-74.15740204	-1
5.5	6	1	1	4.6	3.8	3.6	4.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	890190	1	1	1	3	 	 	3	2	 	 	2	2	5	1	3	 	 	 	 	 	1	3	2	5	5	 	 	 	 	 	19	1	1	1	60534	1	4	1	1	1	3	1	1	1	2	3	1	3	1	3	1	3	4	1	3	1	1	5	6	6	6	6	6	4	2	5	6	2	4	5	2	3	2	4	4	5	3	5	6	4	5	nope	7 minutes	41.86830139	-87.82050323	-1
6	3.5	1	1	4.2	4	3.8	4.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	691372	1	1	1	1	 	 	2	1	 	 	4	3	4	5	5	 	 	 	 	 	3	3	4	5	4	 	 	 	 	 	31	2	5	1	98133	1	4	1	2	1	2	1	1	1	3	2	1	4	1	2	2	3	3	2	3	1	1	6	6	6	1	4	5	4	4	4	5	4	3	3	5	4	4	4	3	4	4	5	4	4	4	no	6 min	47.66360474	-122.3804016	-1
5	6	1	1	4.6	4.4	4	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	489010	1	1	5	5	 	 	3	2	 	 	4	4	4	4	4	 	 	 	 	 	3	3	2	5	1	 	 	 	 	 	20	2	3	1	60193	1	4	2	2	1	2	1	1	1	2	2	1	4	1	2	1	3	4	2	3	1	1	4	6	6	6	5	2	5	5	6	6	3	4	6	3	4	4	4	4	4	4	4	2	4	3	"It was interesting, got me thinking about facts that I should probably know."	&gt;15 minutes	42.0092926	-88.09259796	-1
6	6	1	1	4.2	4.4	3.4	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	282466	1	1	2	1	 	 	2	1	 	 	4	3	5	5	5	 	 	 	 	 	3	4	5	4	4	 	 	 	 	 	31	1	5	1	98103	1	3	1	2	1	2	1	1	1	1	1	1	2	1	2	1	2	2	1	3	1	1	6	6	6	6	6	2	4	4	5	6	2	2	6	6	3	1	4	5	4	4	4	4	3	2	 	7 min	47.67379761	-122.3419037	-1
6	6	1	1	3.6	5.4	3.4	3.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	894357	1	1	4	6	 	 	2	1	 	 	6	2	5	6	6	 	 	 	 	 	4	2	5	6	3	 	 	 	 	 	28	1	6	1	2021	1	3	 	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	6	6	6	6	5	1	3	4	5	6	5	4	6	6	4	4	2	3	4	4	2	2	4	4	 	10 minutes	42.03340149	-71.21890259	-1
5	5.5	1	1	3.6	2.6	3	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	672809	1	1	4	4	 	 	2	2	 	 	2	2	2	2	4	 	 	 	 	 	2	2	3	5	1	 	 	 	 	 	47	2	3	1	24016	1	4	1	2	1	4	1	1	1	2	4	1	4	1	2	1	4	4	1	4	1	1	6	4	5	6	4	4	2	4	4	2	3	2	3	3	3	4	2	2	4	4	4	4	4	4	Thank you	6 min	37.10350037	-80.42070007	-1
6	6	1	1	3.4	4.8	3	4.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	548366	1	1	1	1	 	 	6	6	 	 	6	1	1	6	6	 	 	 	 	 	4	4	1	1	6	 	 	 	 	 	22	1	4	1	93458	1	5	1	5	1	5	1	5	1	5	5	1	5	1	5	1	5	5	1	5	1	1	6	6	6	6	6	1	3	4	3	6	4	4	4	6	4	4	1	1	5	1	6	4	4	6	great stud y	10 minutes	34.82099915	-120.410202	-1
6	6	1	1	5	4	3.6	4.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	731261	1	1	1	1	 	 	1	1	 	 	4	2	5	4	4	 	 	 	 	 	5	4	1	5	2	 	 	 	 	 	42	2	5	1	80204	1	4	1	2	1	3	1	1	1	3	2	1	4	1	2	1	3	4	1	2	1	1	6	6	6	6	5	5	5	5	5	5	4	4	2	5	4	4	2	4	4	4	5	5	5	5	This was fun!	5-7 minutes	39.66029358	-104.8438034	-1
6	6	1	1	3.2	3.4	3.4	3.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	951570	1	1	1	5	 	 	5	3	 	 	6	5	4	3	4	 	 	 	 	 	3	4	4	6	4	 	 	 	 	 	27	2	6	1	91784	1	3	1	1	2	1	1	1	1	1	1	2	3	1	2	2	1	4	1	1	1	1	6	6	6	6	6	1	4	3	2	6	3	3	4	1	4	4	1	4	4	2	3	4	4	5	No comment.	5 minutes	34.42660522	-117.1450958	-1
6	5.5	1	1	4.4	5.4	3.4	2.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	332678	1	1	1	2	 	 	2	1	 	 	3	2	4	5	5	 	 	 	 	 	5	3	3	6	4	 	 	 	 	 	21	2	5	1	49424	1	3	3	2	3	3	2	1	1	2	3	2	4	2	3	3	4	4	2	2	3	1	6	6	5	6	6	1	5	5	5	6	5	4	6	6	4	4	1	4	4	4	2	3	4	1	Pleasant survey	10 minutes	41.70069885	-86.25009918	-1
4.5	4.5	1	1.5	4	3.4	3.4	3.2	1	1	2	1	1	2	2	2	3/30/2017	3/30/2017	1	651052	1	1	2	4	 	 	4	2	 	 	5	4	3	4	2	 	 	 	 	 	3	4	3	4	3	 	 	 	 	 	43	2	4	1	28262	1	4	2	2	2	4	1	1	1	2	4	2	4	1	4	1	5	5	1	3	1	1	4	5	5	4	5	4	3	4	4	2	4	3	4	4	4	4	2	4	3	4	3	4	3	2	no comment	7mins	35.32839966	-80.74590302	-1
5	5	1	1	4.2	4	4.2	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	97906	1	1	1	1	 	 	1	1	 	 	5	4	3	5	5	 	 	 	 	 	2	4	4	6	3	 	 	 	 	 	30	2	3	1	77384	1	3	2	3	1	4	3	1	1	3	2	2	4	1	3	1	4	4	2	4	1	1	4	6	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	1	4	4	 	5MINUTES	30.30830383	-95.67469788	-1
6	6	1	1	4.6	5.4	4.2	4.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	414381	1	1	2	1	 	 	4	3	 	 	5	3	5	4	5	 	 	 	 	 	4	5	5	6	6	 	 	 	 	 	37	1	5	1	97470	1	5	1	3	1	4	1	1	1	4	4	2	4	1	3	1	4	4	2	5	1	1	6	6	6	6	6	3	4	4	6	6	4	5	6	6	5	4	4	4	4	4	5	5	5	4	No	6 minutes	43.21650696	-123.3417053	-1
6	6	1	1	3.8	3.2	3.8	3.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	976356	1	1	1	1	 	 	1	1	 	 	1	1	4	2	3	 	 	 	 	 	3	4	4	4	3	 	 	 	 	 	26	1	2	1	59101	1	2	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	3	1	3	1	1	6	6	6	6	5	3	3	4	4	5	3	3	3	2	4	4	3	4	4	4	4	3	4	4	 	7 minutes	45.80509949	-108.6672974	-1
6	6	1	1	4.6	3.4	3.8	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	304640	1	1	1	1	 	 	1	2	 	 	3	2	4	4	5	 	 	 	 	 	4	4	4	5	5	 	 	 	 	 	34	1	5	1	90501	1	2	1	1	1	3	1	1	1	2	3	1	3	1	2	1	3	3	1	3	1	1	6	6	6	6	6	4	3	5	5	5	2	4	5	1	4	5	4	2	4	3	4	5	3	5	no	3 mins	33.79600525	-118.2985992	-1
6	6	1	1	4.2	4.2	4.6	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	880667	1	1	1	3	 	 	5	4	 	 	5	5	5	4	 	 	 	 	 	 	5	4	4	5	2	 	 	 	 	 	48	2	6	1	97224	1	4	1	3	1	4	2	1	1	3	2	1	4	1	4	1	4	4	1	4	1	1	6	6	6	6	6	2	4	4	5	6	4	3	5	3	4	5	5	5	4	4	2	4	5	5	 	8 minutes	45.44700623	-122.7667999	-1
6	6	1	1	4	3.6	3.8	2.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	491654	1	1	5	4	 	 	1	1	 	 	5	4	5	5	5	 	 	 	 	 	2	3	3	5	3	 	 	 	 	 	29	2	5	1	37211	1	4	1	3	2	1	2	2	1	3	1	2	4	1	1	3	2	4	1	1	2	1	6	6	6	6	5	5	3	2	5	5	4	3	1	5	2	4	5	4	4	2	2	2	3	2	"the last question referenced a part of the survey that asked if i was familiar with the claims -- for me, the first part of the survey was if I thought the facts were interesting or not, and not if I was familiar with the claims or not. Either way, I was aying attention and read them thoroughly before answering. :)"	6 minutes	36.06790161	-86.7193985	-1
5.5	6	1	1	4	3.6	4.2	3.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	12764	1	1	1	4	 	 	4	4	 	 	4	4	5	5	2	 	 	 	 	 	2	5	3	5	4	 	 	 	 	 	35	2	3	1	34474	1	4	1	3	1	3	1	1	1	3	3	1	3	1	3	1	3	4	1	3	1	1	5	6	6	6	6	2	3	4	5	3	4	4	4	3	4	4	4	4	5	4	4	2	4	4	 	15 minutes it feels like	28.73129272	-81.51580048	-1
6	6	1	1	4.6	4.6	4.2	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	236644	1	1	1	1	 	 	2	1	 	 	5	2	3	4	4	 	 	 	 	 	5	2	3	5	3	 	 	 	 	 	25	1	5	1	10033	1	3	1	3	1	4	1	1	1	3	4	1	1	1	4	1	3	1	1	2	1	1	6	6	6	6	5	4	4	5	5	4	4	3	6	6	5	4	4	3	5	4	3	3	4	3	"Why do you want to know how true I think the facts are? If they're facts, they're facts."	5 minutes	40.72799683	-73.94529724	-1
6	5.5	1	1	3.6	3.4	3.4	3.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	604330	1	1	5	5	 	 	 	1	 	 	4	2	5	5	4	 	 	 	 	 	5	2	3	5	3	 	 	 	 	 	30	1	6	1	98554	1	2	1	1	2	2	1	1	1	1	1	3	2	1	1	1	2	3	1	1	1	1	6	6	5	6	5	3	3	3	4	4	2	4	4	3	4	3	3	3	4	4	3	5	4	3	No	7 minutes	46.55900574	-123.548996	-1
5.5	6	1	1	4	2.4	2.8	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	283011	1	1	6	5	 	 	3	3	 	 	5	4	2	4	5	 	 	 	 	 	3	5	5	2	5	 	 	 	 	 	37	2	6	1	32550	1	5	1	4	1	4	1	1	1	2	4	2	4	1	4	1	4	5	1	3	1	1	5	6	6	6	6	2	2	5	5	5	1	1	2	3	3	2	2	3	4	2	4	5	4	5	none	10 minutes	30.39810181	-86.45629883	-1
6	6	1	1	3.2	3.4	4.2	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	387743	1	1	1	1	 	 	1	1	 	 	5	4	5	4	4	 	 	 	 	 	3	2	3	5	6	 	 	 	 	 	31	1	5	1	21804	1	4	1	4	1	4	1	1	1	3	3	1	4	1	3	1	5	4	1	4	1	1	6	6	6	6	4	2	2	3	5	4	4	4	4	1	4	4	4	4	5	4	4	2	3	4	n/a	6 minutes	38.35099792	-75.54460144	-1
6	6	1	1	4.6	5.4	3.4	2.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	477183	1	1	6	6	 	 	5	4	 	 	5	4	5	5	5	 	 	 	 	 	6	5	6	4	6	 	 	 	 	 	46	2	6	1	68777	1	4	1	3	1	4	1	1	1	4	3	 	4	1	3	1	4	5	1	3	1	1	6	6	6	6	6	5	4	4	4	5	6	6	5	5	4	4	1	4	4	4	4	1	4	1	It was interesting.  I feel embarrassed about not definitively knowing the geography questions.	5-10 minutes; I am a fast reader.  My job requires fast reading.	42.85470581	-98.69400024	-1
5.5	6	1	1	4.8	2.8	4.2	3.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	385389	1	1	5	6	 	 	5	5	 	 	5	5	2	2	2	 	 	 	 	 	5	4	3	3	4	 	 	 	 	 	18	1	3	1	50009	1	2	2	4	2	3	2	2	2	3	3	3	4	2	2	3	4	4	4	3	3	1	5	6	6	6	4	4	5	6	5	1	4	3	3	3	5	3	4	4	5	2	3	4	4	5	cool survey!	7 minutes	40.78250122	-96.63899994	-1
6	6	1	1	4.2	5.2	3	1.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	594972	1	1	5	5	 	 	3	2	 	 	2	 	2	4	5	 	 	 	 	 	5	4	4	4	3	 	 	 	 	 	61	2	8	1	33904	1	3	1	1	2	2	1	1	1	1	2	3	3	1	1	1	3	3	2	1	1	1	6	6	6	6	5	4	3	4	5	5	6	6	5	4	2	4	1	4	4	1	2	1	1	3	none	5 minutes	26.63600159	-81.59580231	-1
5.5	6	1	1	5	3.2	3.4	4.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	958918	1	1	5	1	 	 	2	1	 	 	3	3	5	4	5	 	 	 	 	 	5	3	2	5	1	 	 	 	 	 	25	1	5	1	12020	1	4	2	2	2	3	2	1	1	3	2	1	2	1	3	3	2	3	4	1	1	1	6	5	6	6	6	5	5	5	4	4	4	1	6	1	4	5	1	4	3	4	3	4	4	6	none	5 minutes	43.05349731	-73.75170135	-1
6	6	1	1	3.6	5.4	2.8	4.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	17125	1	1	1	1	 	 	1	1	 	 	2	1	1	3	4	 	 	 	 	 	1	1	2	1	1	 	 	 	 	 	29	1	5	1	31406	1	3	1	2	1	4	1	1	1	2	2	1	4	1	2	1	4	4	1	2	1	1	6	6	6	6	6	1	3	4	4	6	5	6	5	5	4	1	1	4	4	4	3	6	4	4	 	 	31.9730072	-81.08399963	-1
5.5	5.5	1	1	4.2	3.8	4	4.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	390263	1	1	1	2	 	 	3	3	 	 	4	4	4	4	5	 	 	 	 	 	3	5	4	6	5	 	 	 	 	 	42	2	2	1	85302	1	3	1	2	1	3	1	1	1	3	2	2	4	1	2	1	4	4	1	3	1	1	5	6	5	6	5	4	3	4	5	4	4	4	4	3	4	4	5	3	4	4	4	4	5	4	 	5 min	33.53860474	-112.185997	-1
4.5	5	1	1	4.2	2.8	3.4	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	686716	1	1	2	1	 	 	6	6	 	 	4	6	4	4	6	 	 	 	 	 	6	6	6	6	6	 	 	 	 	 	30	2	5	1	2838	1	4	1	4	1	3	1	1	1	1	4	1	3	2	4	2	3	3	1	4	1	1	3	6	4	6	5	4	3	4	5	4	1	3	5	1	4	4	3	3	3	4	6	3	3	4	thank you	11 minutes	41.917099	-71.44229889	-1
3.5	3	1	3.5	5	3.2	4	3	1	1	3	4	1	2	2	2	3/30/2017	3/30/2017	1	998101	1	1	1	1	 	 	4	4	 	 	5	4	5	4	6	 	 	 	 	 	6	5	3	5	5	 	 	 	 	 	24	2	3	1	76205	1	5	1	4	1	4	1	2	1	5	4	 	5	1	4	1	4	5	1	4	1	1	3	4	5	1	5	4	6	4	6	2	4	4	4	2	4	4	5	4	3	4	1	3	2	5	 	10 minutes	32.09179688	-98.30960083	-1
6	6	1	1	4.6	5.4	4	2.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	248550	1	1	3	2	 	 	6	5	 	 	6	4	5	4	6	 	 	 	 	 	5	5	5	5	6	 	 	 	 	 	53	2	6	1	57108	1	4	1	4	1	4	1	1	1	4	3	1	4	1	3	1	4	4	1	4	1	1	6	6	6	6	6	4	3	4	6	6	6	4	5	6	4	4	4	4	4	3	1	4	3	1	"THIS WAS AN INTERESTING  SURVEY,LIKED DOING IT. I LOVE TRIVIA GAMES , PLAY QIZZUP EVERYDAY."	5 MINUTES	43.60159302	-96.80960083	-1
6	6	1	1	3.4	5	3	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	152180	1	1	1	2	 	 	4	2	 	 	4	4	4	5	5	 	 	 	 	 	3	4	5	5	5	 	 	 	 	 	32	1	5	1	29715	1	3	1	2	1	2	1	1	1	2	1	1	3	1	1	2	3	4	2	1	1	1	6	6	6	6	5	1	2	4	5	6	6	2	5	6	3	4	4	3	1	4	3	4	4	5	No	5 minutes	35.01210022	-80.88210297	-1
6	5.5	1	1	4.2	5	2.4	1.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	480087	1	1	4	1	 	 	2	1	 	 	3	1	5	5	4	 	 	 	 	 	2	1	3	5	4	 	 	 	 	 	23	2	5	1	72703	1	5	1	3	1	3	1	1	1	4	3	1	5	1	4	1	5	5	4	3	1	1	6	6	5	6	6	2	2	6	5	6	6	2	5	6	3	2	1	3	3	1	1	2	1	2	Very fun!	8 or 9 minutes	36.09869385	-93.66750336	-1
5	6	1	1	4.4	3.6	4	3.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	699036	1	1	4	4	 	 	4	3	 	 	5	4	4	5	5	 	 	 	 	 	5	5	4	5	5	 	 	 	 	 	38	2	6	1	48183	1	3	1	2	2	2	1	1	1	2	2	1	3	1	2	2	3	3	1	2	1	1	5	5	6	6	5	4	3	5	5	6	4	2	4	2	4	4	3	4	5	4	4	3	4	4	It was fun	15 minutes?	42.17419434	-83.17939758	-1
6	6	1	1	4.2	4.6	4.2	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	721493	1	1	1	1	 	 	3	1	 	 	5	3	4	5	5	 	 	 	 	 	5	4	4	6	4	 	 	 	 	 	38	1	2	1	8251	1	4	1	3	1	3	1	1	1	4	1	1	4	1	3	1	3	5	1	3	1	1	6	6	6	6	5	3	4	4	5	5	5	4	4	5	5	4	4	4	4	4	3	1	4	5	 	4 minutes	38.98339844	-74.90249634	-1
3.5	6	1	1	4.6	3.8	4.2	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	787001	1	1	4	4	 	 	4	4	 	 	5	4	4	5	5	 	 	 	 	 	5	5	5	5	5	 	 	 	 	 	38	2	6	1	48183	1	3	1	2	1	2	1	1	1	3	2	1	3	1	2	1	3	3	1	3	1	1	2	5	6	6	5	4	4	5	5	6	5	2	4	2	5	4	3	4	5	4	5	3	4	4	 	5-10 minutes	42.17419434	-83.17939758	-1
5	5.5	1	1	4	3.4	3.8	2.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	777619	1	1	1	1	 	 	4	6	 	 	5	4	4	5	4	 	 	 	 	 	3	4	4	4	3	 	 	 	 	 	52	2	2	1	32058	1	4	1	1	1	3	1	1	1	3	3	1	4	1	3	1	4	5	1	4	1	1	4	6	5	6	5	3	4	4	4	3	6	3	4	1	4	4	3	4	4	4	2	2	3	3	Now I have to go look up jessie james	12 minutes	28.63439941	-81.62210083	-1
6	5.5	1	1	3.4	2.6	3.8	2.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	680039	1	1	1	5	 	 	4	1	 	 	3	1	4	4	4	 	 	 	 	 	1	2	2	3	1	 	 	 	 	 	68	2	 	1	78239	1	3	1	1	1	1	1	1	1	2	2	1	5	1	2	1	2	5	1	1	1	1	6	6	5	6	4	4	1	4	4	1	6	4	1	1	4	4	1	6	4	3	1	1	2	4	INTERESTING	10	29.48860168	-98.27349854	-1
6	6	1	1	4.2	3.8	4	4.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	906503	1	1	1	2	 	 	3	2	 	 	4	3	4	5	4	 	 	 	 	 	3	2	4	5	5	 	 	 	 	 	29	2	6	1	97211	1	3	2	1	1	2	1	1	1	1	1	2	2	1	1	2	2	3	1	2	1	1	6	6	6	6	6	4	3	4	4	5	4	4	4	2	4	4	4	4	4	4	4	5	4	4	 	5 minutes	45.57739258	-122.6208038	-1
6	6	1	1	4.6	3	3.4	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	46994	1	1	1	1	 	 	6	6	 	 	6	1	1	2	5	 	 	 	 	 	3	4	1	4	5	 	 	 	 	 	46	1	5	1	27262	1	4	1	4	1	5	1	1	1	4	4	 	5	1	5	1	5	5	1	5	1	1	6	6	6	6	5	5	4	4	5	6	1	3	4	1	4	5	3	4	1	4	5	1	4	3	This was great and well put together. Thank you.	9 minutes	36.01620483	-80.04340363	-1
5.5	5	1	1	4.6	4.2	3	3.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	413505	1	1	2	1	 	 	4	2	 	 	5	4	5	2	4	 	 	 	 	 	3	3	3	2	2	 	 	 	 	 	33	2	6	1	11209	1	4	1	1	1	2	1	1	1	2	2	1	1	1	1	1	3	4	1	3	1	1	5	6	4	6	6	4	4	4	5	5	5	2	4	5	2	3	4	4	2	3	3	4	4	4	 	5min	40.62339783	-74.02880096	-1
6	6	1	1	3.4	3.4	3.4	3.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	671790	1	1	6	1	 	 	2	2	 	 	4	3	2	5	4	 	 	 	 	 	4	4	4	5	4	 	 	 	 	 	32	2	4	1	35502	1	4	1	3	1	4	1	1	1	4	4	1	4	1	4	1	4	4	1	3	1	1	6	6	6	6	4	2	3	3	5	4	3	6	3	1	4	4	2	4	3	3	4	4	4	4	 	15 min	33.89970398	-87.17199707	-1
6	6	1	1	4	3.8	4.2	4.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	798359	1	1	1	3	 	 	1	2	 	 	1	1	1	2	4	 	 	 	 	 	3	2	1	4	1	 	 	 	 	 	21	2	3	1	8103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	6	6	6	6	4	5	1	5	5	4	4	3	5	3	5	4	2	5	5	4	4	5	4	5	It was a lot more interesting than the surveys I usually take	About 8 minutes	39.94999695	-74.99289703	-1
6	6	1	1	4.2	3.6	2.8	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	38893	1	1	6	6	 	 	2	1	 	 	4	2	5	5	4	 	 	 	 	 	4	3	3	4	4	 	 	 	 	 	29	1	3	1	84106	1	3	1	1	1	2	1	1	1	3	2	1	3	1	4	1	5	4	3	3	1	1	6	6	6	6	5	4	4	3	5	4	2	6	5	1	4	2	1	2	5	5	2	4	5	4	I was not asked how familliar I was with any claims.  I was asked how interesting or uninteresting the trivia claims were.	6 minutes	40.69740295	-111.9961014	-1
5.5	6	1	1	4.6	3.8	4	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	786397	1	1	5	5	 	 	6	2	 	 	6	3	4	5	5	 	 	 	 	 	1	1	4	5	5	 	 	 	 	 	26	2	6	1	40222	1	5	4	2	3	1	2	1	1	1	1	1	4	1	1	4	1	4	4	1	1	1	5	6	6	6	4	6	4	4	5	5	2	3	4	5	3	4	5	4	4	2	4	3	4	4	 	5 min	38.25900269	-85.6608963	-1
6	5.5	1	1	4.8	4.2	3.8	4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	853764	1	1	1	1	 	 	2	2	 	 	5	5	6	6	5	 	 	 	 	 	3	5	6	4	5	 	 	 	 	 	64	2	5	1	45710	1	5	1	3	1	3	1	1	1	4	4	1	5	2	4	1	5	5	1	4	1	1	6	6	5	6	6	5	4	4	5	5	3	5	4	4	4	4	3	4	4	4	5	4	4	3	No	8 minutes	40.03579712	-84.17749786	-1
6	6	1	1	4.6	4.6	2.6	4.6	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	715134	1	1	1	4	 	 	1	1	 	 	5	2	4	5	4	 	 	 	 	 	3	2	2	5	3	 	 	 	 	 	35	2	5	1	46011	1	3	1	3	1	2	1	1	1	3	2	1	3	1	1	 	1	3	2	2	1	1	6	6	6	6	6	4	4	4	5	5	6	2	6	4	2	4	2	1	4	4	5	4	5	5	None	5 min	40.1053009	-85.68029785	-1
5.5	5.5	1	1	3.8	4	4.2	3.4	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	85492	1	1	5	2	 	 	2	2	 	 	5	5	5	5	5	 	 	 	 	 	5	5	5	5	5	 	 	 	 	 	29	1	2	1	74066	1	4	3	3	2	3	2	2	1	4	3	2	4	2	4	2	4	4	2	4	2	1	5	6	6	5	5	3	2	4	5	4	4	4	4	4	4	4	4	4	5	4	4	1	4	4	Very interesting survey. I'm glad I took this study. Thanks for posting.	10 minutes	36.06170654	-95.94419861	-1
6	6	1	1	5.6	3.2	5.4	3.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	565927	1	1	6	6	 	 	1	1	 	 	5	2	4	3	4	 	 	 	 	 	1	1	2	4	2	 	 	 	 	 	27	2	5	1	30032	1	3	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	3	1	1	1	1	6	6	6	6	6	6	5	5	6	6	4	4	1	1	6	5	5	5	6	6	5	1	5	2	 	10 minutes	33.77079773	-84.29299927	-1
