ID,reality,group,reaction_time,confidence,seen,crt1,crt2,crt3,crt4,crt5,crt6,crt7,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,age,sex,education,income,political_position,political_position_TEXT,social_issues,economic_issues,vote,social_circle_2,party,vote_district,forced_district,perceived_accu,crt1_accuracy,crt2_accuracy,crt3_accuracy,crt4_accuracy,crt5_accuracy,crt6_accuracy,crt7_accuracy,crt_score,item
422,fake,1,2.457,65,0,8,500,20,1,8,EMILY,0,2,1,4,4,2,2,20,2,3,2,2,,5,5,2,64,2,2,NA,1,0,0,0,0,1,1,1,3,6
422,real,1,2.702,52,0,8,500,20,1,8,EMILY,0,2,1,4,4,2,2,20,2,3,2,2,,5,5,2,64,2,2,NA,1,0,0,0,0,1,1,1,3,1
422,fake,1,8.549,50,0,8,500,20,1,8,EMILY,0,2,1,4,4,2,2,20,2,3,2,2,,5,5,2,64,2,2,NA,1,0,0,0,0,1,1,1,3,7
422,real,1,3.95,35,0,8,500,20,1,8,EMILY,0,2,1,4,4,2,2,20,2,3,2,2,,5,5,2,64,2,2,NA,0,0,0,0,0,1,1,1,3,2
422,fake,1,2.398,44,0,8,500,20,1,8,EMILY,0,2,1,4,4,2,2,20,2,3,2,2,,5,5,2,64,2,2,NA,1,0,0,0,0,1,1,1,3,8
422,real,1,3.2,52,0,8,500,20,1,8,EMILY,0,2,1,4,4,2,2,20,2,3,2,2,,5,5,2,64,2,2,NA,1,0,0,0,0,1,1,1,3,3
422,fake,1,2.915,45,0,8,500,20,1,8,EMILY,0,2,1,4,4,2,2,20,2,3,2,2,,5,5,2,64,2,2,NA,1,0,0,0,0,1,1,1,3,9
422,real,1,2.79,NA,0,8,500,20,1,8,EMILY,0,2,1,4,4,2,2,20,2,3,2,2,,5,5,2,64,2,2,NA,1,0,0,0,0,1,1,1,3,4
422,fake,1,4.354,44,0,8,500,20,1,8,EMILY,0,2,1,4,4,2,2,20,2,3,2,2,,5,5,2,64,2,2,NA,0,0,0,0,0,1,1,1,3,10
422,real,1,1.924,67,0,8,500,20,1,8,EMILY,0,2,1,4,4,2,2,20,2,3,2,2,,5,5,2,64,2,2,NA,1,0,0,0,0,1,1,1,3,5
423,fake,2,4.925,89,0,6,10,39,2,8,EMILY,0,1,2,3,4,5,3,46,2,5,9,1,,1,1,1,98,1,1,NA,0,0,1,1,1,1,1,1,6,6
423,real,2,3.516,67,0,6,10,39,2,8,EMILY,0,1,2,3,4,5,3,46,2,5,9,1,,1,1,1,98,1,1,NA,0,0,1,1,1,1,1,1,6,1
423,fake,2,4.651,78,0,6,10,39,2,8,EMILY,0,1,2,3,4,5,3,46,2,5,9,1,,1,1,1,98,1,1,NA,0,0,1,1,1,1,1,1,6,7
423,real,2,3.919,79,0,6,10,39,2,8,EMILY,0,1,2,3,4,5,3,46,2,5,9,1,,1,1,1,98,1,1,NA,1,0,1,1,1,1,1,1,6,2
423,fake,2,4.6,62,0,6,10,39,2,8,EMILY,0,1,2,3,4,5,3,46,2,5,9,1,,1,1,1,98,1,1,NA,0,0,1,1,1,1,1,1,6,8
423,real,2,4.03,62,0,6,10,39,2,8,EMILY,0,1,2,3,4,5,3,46,2,5,9,1,,1,1,1,98,1,1,NA,1,0,1,1,1,1,1,1,6,3
423,fake,2,4.128,59,1,6,10,39,2,8,EMILY,0,1,2,3,4,5,3,46,2,5,9,1,,1,1,1,98,1,1,NA,1,0,1,1,1,1,1,1,6,9
423,real,2,6.679,62,0,6,10,39,2,8,EMILY,0,1,2,3,4,5,3,46,2,5,9,1,,1,1,1,98,1,1,NA,0,0,1,1,1,1,1,1,6,4
423,fake,2,3.016,72,0,6,10,39,2,8,EMILY,0,1,2,3,4,5,3,46,2,5,9,1,,1,1,1,98,1,1,NA,0,0,1,1,1,1,1,1,6,10
423,real,2,3.905,52,0,6,10,39,2,8,EMILY,0,1,2,3,4,5,3,46,2,5,9,1,,1,1,1,98,1,1,NA,1,0,1,1,1,1,1,1,6,5
424,fake,2,3.645,72,0,8,10,39,1,8,EMILY,3,2,2,1,1,2,1,24,2,4,2,6,Socialist,1,1,3,54,1,1,NA,0,0,1,1,0,1,1,0,4,6
424,real,2,7.887,51,0,8,10,39,1,8,EMILY,3,2,2,1,1,2,1,24,2,4,2,6,Socialist,1,1,3,54,1,1,NA,1,0,1,1,0,1,1,0,4,1
424,fake,2,6.563,30,0,8,10,39,1,8,EMILY,3,2,2,1,1,2,1,24,2,4,2,6,Socialist,1,1,3,54,1,1,NA,0,0,1,1,0,1,1,0,4,7
424,real,2,6.349,48,0,8,10,39,1,8,EMILY,3,2,2,1,1,2,1,24,2,4,2,6,Socialist,1,1,3,54,1,1,NA,1,0,1,1,0,1,1,0,4,2
424,fake,2,7.735,88,0,8,10,39,1,8,EMILY,3,2,2,1,1,2,1,24,2,4,2,6,Socialist,1,1,3,54,1,1,NA,0,0,1,1,0,1,1,0,4,8
424,real,2,4.732,31,0,8,10,39,1,8,EMILY,3,2,2,1,1,2,1,24,2,4,2,6,Socialist,1,1,3,54,1,1,NA,0,0,1,1,0,1,1,0,4,3
424,fake,2,3.468,61,0,8,10,39,1,8,EMILY,3,2,2,1,1,2,1,24,2,4,2,6,Socialist,1,1,3,54,1,1,NA,0,0,1,1,0,1,1,0,4,9
424,real,2,5.3,52,0,8,10,39,1,8,EMILY,3,2,2,1,1,2,1,24,2,4,2,6,Socialist,1,1,3,54,1,1,NA,1,0,1,1,0,1,1,0,4,4
424,fake,2,4.123,38,0,8,10,39,1,8,EMILY,3,2,2,1,1,2,1,24,2,4,2,6,Socialist,1,1,3,54,1,1,NA,1,0,1,1,0,1,1,0,4,10
424,real,2,5.712,81,0,8,10,39,1,8,EMILY,3,2,2,1,1,2,1,24,2,4,2,6,Socialist,1,1,3,54,1,1,NA,1,0,1,1,0,1,1,0,4,5
425,fake,2,3.773,79,0,4,10,39,2,8,EMILY,27,2,1,3,3,3,3,31,1,3,1,1,,1,1,1,49,1,1,NA,0,1,1,1,1,1,1,0,6,6
425,real,2,11.495,51,0,4,10,39,2,8,EMILY,27,2,1,3,3,3,3,31,1,3,1,1,,1,1,1,49,1,1,NA,0,1,1,1,1,1,1,0,6,1
425,fake,2,3.533,92,0,4,10,39,2,8,EMILY,27,2,1,3,3,3,3,31,1,3,1,1,,1,1,1,49,1,1,NA,0,1,1,1,1,1,1,0,6,7
425,real,2,2.696,72,0,4,10,39,2,8,EMILY,27,2,1,3,3,3,3,31,1,3,1,1,,1,1,1,49,1,1,NA,0,1,1,1,1,1,1,0,6,2
425,fake,2,9.256,60,0,4,10,39,2,8,EMILY,27,2,1,3,3,3,3,31,1,3,1,1,,1,1,1,49,1,1,NA,0,1,1,1,1,1,1,0,6,8
425,real,2,5.677,59,0,4,10,39,2,8,EMILY,27,2,1,3,3,3,3,31,1,3,1,1,,1,1,1,49,1,1,NA,1,1,1,1,1,1,1,0,6,3
425,fake,2,2.651,77,0,4,10,39,2,8,EMILY,27,2,1,3,3,3,3,31,1,3,1,1,,1,1,1,49,1,1,NA,0,1,1,1,1,1,1,0,6,9
425,real,2,3.284,72,0,4,10,39,2,8,EMILY,27,2,1,3,3,3,3,31,1,3,1,1,,1,1,1,49,1,1,NA,0,1,1,1,1,1,1,0,6,4
425,fake,2,3.559,80,0,4,10,39,2,8,EMILY,27,2,1,3,3,3,3,31,1,3,1,1,,1,1,1,49,1,1,NA,0,1,1,1,1,1,1,0,6,10
425,real,2,3.348,83,0,4,10,39,2,8,EMILY,27,2,1,3,3,3,3,31,1,3,1,1,,1,1,1,49,1,1,NA,1,1,1,1,1,1,1,0,6,5
426,fake,2,2.443,81,0,4,10,2,2,8,EMILY,0,2,2,2,3,2,2,36,1,3,4,3,,2,2,5,62,1,4,3,0,1,1,0,1,1,1,1,6,6
426,real,2,6.201,64,0,4,10,2,2,8,EMILY,0,2,2,2,3,2,2,36,1,3,4,3,,2,2,5,62,1,4,3,1,1,1,0,1,1,1,1,6,1
426,fake,2,2.774,75,0,4,10,2,2,8,EMILY,0,2,2,2,3,2,2,36,1,3,4,3,,2,2,5,62,1,4,3,0,1,1,0,1,1,1,1,6,7
426,real,2,9.934,50,0,4,10,2,2,8,EMILY,0,2,2,2,3,2,2,36,1,3,4,3,,2,2,5,62,1,4,3,1,1,1,0,1,1,1,1,6,2
426,fake,2,10.872,67,0,4,10,2,2,8,EMILY,0,2,2,2,3,2,2,36,1,3,4,3,,2,2,5,62,1,4,3,1,1,1,0,1,1,1,1,6,8
426,real,2,8.311,57,0,4,10,2,2,8,EMILY,0,2,2,2,3,2,2,36,1,3,4,3,,2,2,5,62,1,4,3,0,1,1,0,1,1,1,1,6,3
426,fake,2,5.395,64,0,4,10,2,2,8,EMILY,0,2,2,2,3,2,2,36,1,3,4,3,,2,2,5,62,1,4,3,0,1,1,0,1,1,1,1,6,9
426,real,2,8.99,54,0,4,10,2,2,8,EMILY,0,2,2,2,3,2,2,36,1,3,4,3,,2,2,5,62,1,4,3,1,1,1,0,1,1,1,1,6,4
426,fake,2,5.424,67,0,4,10,2,2,8,EMILY,0,2,2,2,3,2,2,36,1,3,4,3,,2,2,5,62,1,4,3,0,1,1,0,1,1,1,1,6,10
426,real,2,4.475,74,0,4,10,2,2,8,EMILY,0,2,2,2,3,2,2,36,1,3,4,3,,2,2,5,62,1,4,3,1,1,1,0,1,1,1,1,6,5
427,fake,1,3.937,79,0,8,10,36,1,8,JUNE,27,2,2,2,3,2,1,36,1,2,5,3,,2,2,1,90,1,1,NA,0,0,1,0,0,1,0,0,2,6
427,real,1,6.574,60,0,8,10,36,1,8,JUNE,27,2,2,2,3,2,1,36,1,2,5,3,,2,2,1,90,1,1,NA,1,0,1,0,0,1,0,0,2,1
427,fake,1,3.779,55,0,8,10,36,1,8,JUNE,27,2,2,2,3,2,1,36,1,2,5,3,,2,2,1,90,1,1,NA,0,0,1,0,0,1,0,0,2,7
427,real,1,6.758,60,0,8,10,36,1,8,JUNE,27,2,2,2,3,2,1,36,1,2,5,3,,2,2,1,90,1,1,NA,1,0,1,0,0,1,0,0,2,2
427,fake,1,9.293,60,0,8,10,36,1,8,JUNE,27,2,2,2,3,2,1,36,1,2,5,3,,2,2,1,90,1,1,NA,0,0,1,0,0,1,0,0,2,8
427,real,1,10.633,60,0,8,10,36,1,8,JUNE,27,2,2,2,3,2,1,36,1,2,5,3,,2,2,1,90,1,1,NA,1,0,1,0,0,1,0,0,2,3
427,fake,1,5.101,100,0,8,10,36,1,8,JUNE,27,2,2,2,3,2,1,36,1,2,5,3,,2,2,1,90,1,1,NA,0,0,1,0,0,1,0,0,2,9
427,real,1,10.65,39,0,8,10,36,1,8,JUNE,27,2,2,2,3,2,1,36,1,2,5,3,,2,2,1,90,1,1,NA,1,0,1,0,0,1,0,0,2,4
427,fake,1,3.501,76,0,8,10,36,1,8,JUNE,27,2,2,2,3,2,1,36,1,2,5,3,,2,2,1,90,1,1,NA,0,0,1,0,0,1,0,0,2,10
427,real,1,14.924,81,0,8,10,36,1,8,JUNE,27,2,2,2,3,2,1,36,1,2,5,3,,2,2,1,90,1,1,NA,1,0,1,0,0,1,0,0,2,5
428,fake,1,2.685,81,0,8,50,20,1,8,EMILY,3,2,2,2,3,3,2,30,1,5,8,3,,1,1,1,75,1,3,NA,0,0,0,0,0,1,1,0,2,6
428,real,1,2.752,70,0,8,50,20,1,8,EMILY,3,2,2,2,3,3,2,30,1,5,8,3,,1,1,1,75,1,3,NA,1,0,0,0,0,1,1,0,2,1
428,fake,1,6.544,75,0,8,50,20,1,8,EMILY,3,2,2,2,3,3,2,30,1,5,8,3,,1,1,1,75,1,3,NA,0,0,0,0,0,1,1,0,2,7
428,real,1,2.938,71,0,8,50,20,1,8,EMILY,3,2,2,2,3,3,2,30,1,5,8,3,,1,1,1,75,1,3,NA,1,0,0,0,0,1,1,0,2,2
428,fake,1,4.077,85,0,8,50,20,1,8,EMILY,3,2,2,2,3,3,2,30,1,5,8,3,,1,1,1,75,1,3,NA,0,0,0,0,0,1,1,0,2,8
428,real,1,2.78,65,0,8,50,20,1,8,EMILY,3,2,2,2,3,3,2,30,1,5,8,3,,1,1,1,75,1,3,NA,1,0,0,0,0,1,1,0,2,3
428,fake,1,3.313,65,0,8,50,20,1,8,EMILY,3,2,2,2,3,3,2,30,1,5,8,3,,1,1,1,75,1,3,NA,0,0,0,0,0,1,1,0,2,9
428,real,1,5.565,75,0,8,50,20,1,8,EMILY,3,2,2,2,3,3,2,30,1,5,8,3,,1,1,1,75,1,3,NA,1,0,0,0,0,1,1,0,2,4
428,fake,1,5.961,65,0,8,50,20,1,8,EMILY,3,2,2,2,3,3,2,30,1,5,8,3,,1,1,1,75,1,3,NA,0,0,0,0,0,1,1,0,2,10
428,real,1,3.125,80,0,8,50,20,1,8,EMILY,3,2,2,2,3,3,2,30,1,5,8,3,,1,1,1,75,1,3,NA,1,0,0,0,0,1,1,0,2,5
429,fake,1,4.722,100,0,4,10,39,2,8,EMILY,0,2,1,5,3,1,1,34,2,5,8,1,,1,1,1,10,1,1,NA,0,1,1,1,1,1,1,1,7,6
429,real,1,6.834,60,0,4,10,39,2,8,EMILY,0,2,1,5,3,1,1,34,2,5,8,1,,1,1,1,10,1,1,NA,0,1,1,1,1,1,1,1,7,1
429,fake,1,4.784,100,0,4,10,39,2,8,EMILY,0,2,1,5,3,1,1,34,2,5,8,1,,1,1,1,10,1,1,NA,0,1,1,1,1,1,1,1,7,7
429,real,1,10.658,95,0,4,10,39,2,8,EMILY,0,2,1,5,3,1,1,34,2,5,8,1,,1,1,1,10,1,1,NA,1,1,1,1,1,1,1,1,7,2
429,fake,1,6.015,95,0,4,10,39,2,8,EMILY,0,2,1,5,3,1,1,34,2,5,8,1,,1,1,1,10,1,1,NA,0,1,1,1,1,1,1,1,7,8
429,real,1,6.637,95,0,4,10,39,2,8,EMILY,0,2,1,5,3,1,1,34,2,5,8,1,,1,1,1,10,1,1,NA,1,1,1,1,1,1,1,1,7,3
429,fake,1,6.789,100,0,4,10,39,2,8,EMILY,0,2,1,5,3,1,1,34,2,5,8,1,,1,1,1,10,1,1,NA,0,1,1,1,1,1,1,1,7,9
429,real,1,8.66,100,0,4,10,39,2,8,EMILY,0,2,1,5,3,1,1,34,2,5,8,1,,1,1,1,10,1,1,NA,1,1,1,1,1,1,1,1,7,4
429,fake,1,7.742,95,0,4,10,39,2,8,EMILY,0,2,1,5,3,1,1,34,2,5,8,1,,1,1,1,10,1,1,NA,0,1,1,1,1,1,1,1,7,10
429,real,1,6.116,100,0,4,10,39,2,8,EMILY,0,2,1,5,3,1,1,34,2,5,8,1,,1,1,1,10,1,1,NA,1,1,1,1,1,1,1,1,7,5
430,fake,2,7.801,78,0,8,2,39,1,8,EMILY,3,2,2,3,3,4,3,32,1,5,8,1,,4,4,2,49,1,4,1,0,0,0,1,0,1,1,0,3,6
430,real,2,4.189,70,0,8,2,39,1,8,EMILY,3,2,2,3,3,4,3,32,1,5,8,1,,4,4,2,49,1,4,1,1,0,0,1,0,1,1,0,3,1
430,fake,2,6.293,61,0,8,2,39,1,8,EMILY,3,2,2,3,3,4,3,32,1,5,8,1,,4,4,2,49,1,4,1,1,0,0,1,0,1,1,0,3,7
430,real,2,5.198,79,0,8,2,39,1,8,EMILY,3,2,2,3,3,4,3,32,1,5,8,1,,4,4,2,49,1,4,1,1,0,0,1,0,1,1,0,3,2
430,fake,2,8.495,66,0,8,2,39,1,8,EMILY,3,2,2,3,3,4,3,32,1,5,8,1,,4,4,2,49,1,4,1,0,0,0,1,0,1,1,0,3,8
430,real,2,5.149,51,0,8,2,39,1,8,EMILY,3,2,2,3,3,4,3,32,1,5,8,1,,4,4,2,49,1,4,1,0,0,0,1,0,1,1,0,3,3
430,fake,2,12.896,86,0,8,2,39,1,8,EMILY,3,2,2,3,3,4,3,32,1,5,8,1,,4,4,2,49,1,4,1,0,0,0,1,0,1,1,0,3,9
430,real,2,5.917,84,0,8,2,39,1,8,EMILY,3,2,2,3,3,4,3,32,1,5,8,1,,4,4,2,49,1,4,1,1,0,0,1,0,1,1,0,3,4
430,fake,2,10.823,55,0,8,2,39,1,8,EMILY,3,2,2,3,3,4,3,32,1,5,8,1,,4,4,2,49,1,4,1,0,0,0,1,0,1,1,0,3,10
430,real,2,6.214,78,0,8,2,39,1,8,EMILY,3,2,2,3,3,4,3,32,1,5,8,1,,4,4,2,49,1,4,1,1,0,0,1,0,1,1,0,3,5
431,fake,1,90.5,16,0,8,5,20,1,8,EMILY,3,1,2,2,3,3,2,28,1,1,1,1,,3,3,5,30,1,5,NA,0,0,0,0,0,1,1,0,2,6
431,real,1,2.473,35,0,8,5,20,1,8,EMILY,3,1,2,2,3,3,2,28,1,1,1,1,,3,3,5,30,1,5,NA,0,0,0,0,0,1,1,0,2,1
431,fake,1,7.346,20,0,8,5,20,1,8,EMILY,3,1,2,2,3,3,2,28,1,1,1,1,,3,3,5,30,1,5,NA,0,0,0,0,0,1,1,0,2,7
431,real,1,11.233,21,0,8,5,20,1,8,EMILY,3,1,2,2,3,3,2,28,1,1,1,1,,3,3,5,30,1,5,NA,0,0,0,0,0,1,1,0,2,2
431,fake,1,4.2,23,0,8,5,20,1,8,EMILY,3,1,2,2,3,3,2,28,1,1,1,1,,3,3,5,30,1,5,NA,0,0,0,0,0,1,1,0,2,8
431,real,1,3.524,55,0,8,5,20,1,8,EMILY,3,1,2,2,3,3,2,28,1,1,1,1,,3,3,5,30,1,5,NA,1,0,0,0,0,1,1,0,2,3
431,fake,1,2.745,47,0,8,5,20,1,8,EMILY,3,1,2,2,3,3,2,28,1,1,1,1,,3,3,5,30,1,5,NA,1,0,0,0,0,1,1,0,2,9
431,real,1,0.974,48,0,8,5,20,1,8,EMILY,3,1,2,2,3,3,2,28,1,1,1,1,,3,3,5,30,1,5,NA,1,0,0,0,0,1,1,0,2,4
431,fake,1,2.239,29,0,8,5,20,1,8,EMILY,3,1,2,2,3,3,2,28,1,1,1,1,,3,3,5,30,1,5,NA,0,0,0,0,0,1,1,0,2,10
431,real,1,3.864,40,0,8,5,20,1,8,EMILY,3,1,2,2,3,3,2,28,1,1,1,1,,3,3,5,30,1,5,NA,1,0,0,0,0,1,1,0,2,5
432,fake,2,4.242,62,0,8,50,39,2,8,EMILY,27,2,2,2,2,2,2,22,2,3,1,1,,1,1,1,60,1,1,NA,0,0,0,1,1,1,1,0,4,6
432,real,2,8.716,61,0,8,50,39,2,8,EMILY,27,2,2,2,2,2,2,22,2,3,1,1,,1,1,1,60,1,1,NA,1,0,0,1,1,1,1,0,4,1
432,fake,2,8.102,45,0,8,50,39,2,8,EMILY,27,2,2,2,2,2,2,22,2,3,1,1,,1,1,1,60,1,1,NA,1,0,0,1,1,1,1,0,4,7
432,real,2,6.695,54,0,8,50,39,2,8,EMILY,27,2,2,2,2,2,2,22,2,3,1,1,,1,1,1,60,1,1,NA,0,0,0,1,1,1,1,0,4,2
432,fake,2,8.402,78,0,8,50,39,2,8,EMILY,27,2,2,2,2,2,2,22,2,3,1,1,,1,1,1,60,1,1,NA,0,0,0,1,1,1,1,0,4,8
432,real,2,7.402,65,0,8,50,39,2,8,EMILY,27,2,2,2,2,2,2,22,2,3,1,1,,1,1,1,60,1,1,NA,1,0,0,1,1,1,1,0,4,3
432,fake,2,15.501,49,0,8,50,39,2,8,EMILY,27,2,2,2,2,2,2,22,2,3,1,1,,1,1,1,60,1,1,NA,0,0,0,1,1,1,1,0,4,9
432,real,2,13.612,61,0,8,50,39,2,8,EMILY,27,2,2,2,2,2,2,22,2,3,1,1,,1,1,1,60,1,1,NA,1,0,0,1,1,1,1,0,4,4
432,fake,2,6.014,62,0,8,50,39,2,8,EMILY,27,2,2,2,2,2,2,22,2,3,1,1,,1,1,1,60,1,1,NA,0,0,0,1,1,1,1,0,4,10
432,real,2,5.982,87,0,8,50,39,2,8,EMILY,27,2,2,2,2,2,2,22,2,3,1,1,,1,1,1,60,1,1,NA,1,0,0,1,1,1,1,0,4,5
433,fake,1,5.5,92,0,4,10,39,2,8,JUNE,27,2,2,3,3,2,1,42,1,8,5,1,,1,1,1,20,1,1,NA,0,1,1,1,1,1,0,0,5,6
433,real,1,14.685,30,0,4,10,39,2,8,JUNE,27,2,2,3,3,2,1,42,1,8,5,1,,1,1,1,20,1,1,NA,1,1,1,1,1,1,0,0,5,1
433,fake,1,10.443,89,0,4,10,39,2,8,JUNE,27,2,2,3,3,2,1,42,1,8,5,1,,1,1,1,20,1,1,NA,0,1,1,1,1,1,0,0,5,7
433,real,1,7.829,28,0,4,10,39,2,8,JUNE,27,2,2,3,3,2,1,42,1,8,5,1,,1,1,1,20,1,1,NA,1,1,1,1,1,1,0,0,5,2
433,fake,1,12.092,3,0,4,10,39,2,8,JUNE,27,2,2,3,3,2,1,42,1,8,5,1,,1,1,1,20,1,1,NA,0,1,1,1,1,1,0,0,5,8
433,real,1,12.101,10,0,4,10,39,2,8,JUNE,27,2,2,3,3,2,1,42,1,8,5,1,,1,1,1,20,1,1,NA,1,1,1,1,1,1,0,0,5,3
433,fake,1,6.675,100,0,4,10,39,2,8,JUNE,27,2,2,3,3,2,1,42,1,8,5,1,,1,1,1,20,1,1,NA,0,1,1,1,1,1,0,0,5,9
433,real,1,7.438,20,0,4,10,39,2,8,JUNE,27,2,2,3,3,2,1,42,1,8,5,1,,1,1,1,20,1,1,NA,1,1,1,1,1,1,0,0,5,4
433,fake,1,9.379,50,0,4,10,39,2,8,JUNE,27,2,2,3,3,2,1,42,1,8,5,1,,1,1,1,20,1,1,NA,0,1,1,1,1,1,0,0,5,10
433,real,1,4.245,50,0,4,10,39,2,8,JUNE,27,2,2,3,3,2,1,42,1,8,5,1,,1,1,1,20,1,1,NA,1,1,1,1,1,1,0,0,5,5
434,fake,1,6.993,68,0,8,50,20,1,8,EMILY,27,2,2,2,2,2,2,54,2,5,9,2,,4,4,2,72,2,2,NA,0,0,0,0,0,1,1,0,2,6
434,real,1,11.203,51,0,8,50,20,1,8,EMILY,27,2,2,2,2,2,2,54,2,5,9,2,,4,4,2,72,2,2,NA,1,0,0,0,0,1,1,0,2,1
434,fake,1,7.883,60,0,8,50,20,1,8,EMILY,27,2,2,2,2,2,2,54,2,5,9,2,,4,4,2,72,2,2,NA,0,0,0,0,0,1,1,0,2,7
434,real,1,11.474,60,0,8,50,20,1,8,EMILY,27,2,2,2,2,2,2,54,2,5,9,2,,4,4,2,72,2,2,NA,0,0,0,0,0,1,1,0,2,2
434,fake,1,10.186,52,0,8,50,20,1,8,EMILY,27,2,2,2,2,2,2,54,2,5,9,2,,4,4,2,72,2,2,NA,0,0,0,0,0,1,1,0,2,8
434,real,1,12.589,49,0,8,50,20,1,8,EMILY,27,2,2,2,2,2,2,54,2,5,9,2,,4,4,2,72,2,2,NA,0,0,0,0,0,1,1,0,2,3
434,fake,1,10.425,93,0,8,50,20,1,8,EMILY,27,2,2,2,2,2,2,54,2,5,9,2,,4,4,2,72,2,2,NA,0,0,0,0,0,1,1,0,2,9
434,real,1,19.759,52,0,8,50,20,1,8,EMILY,27,2,2,2,2,2,2,54,2,5,9,2,,4,4,2,72,2,2,NA,1,0,0,0,0,1,1,0,2,4
434,fake,1,9.12,56,0,8,50,20,1,8,EMILY,27,2,2,2,2,2,2,54,2,5,9,2,,4,4,2,72,2,2,NA,1,0,0,0,0,1,1,0,2,10
434,real,1,5.551,75,0,8,50,20,1,8,EMILY,27,2,2,2,2,2,2,54,2,5,9,2,,4,4,2,72,2,2,NA,1,0,0,0,0,1,1,0,2,5
435,fake,1,4.949,61,0,4,10,39,1,8,EMILY,0,2,2,2,3,3,1,28,2,3,3,3,,2,2,5,64,1,5,NA,0,1,1,1,0,1,1,1,6,6
435,real,1,17.87,9,0,4,10,39,1,8,EMILY,0,2,2,2,3,3,1,28,2,3,3,3,,2,2,5,64,1,5,NA,1,1,1,1,0,1,1,1,6,1
435,fake,1,8.971,35,0,4,10,39,1,8,EMILY,0,2,2,2,3,3,1,28,2,3,3,3,,2,2,5,64,1,5,NA,0,1,1,1,0,1,1,1,6,7
435,real,1,13.091,19,0,4,10,39,1,8,EMILY,0,2,2,2,3,3,1,28,2,3,3,3,,2,2,5,64,1,5,NA,1,1,1,1,0,1,1,1,6,2
435,fake,1,12.7,32,0,4,10,39,1,8,EMILY,0,2,2,2,3,3,1,28,2,3,3,3,,2,2,5,64,1,5,NA,0,1,1,1,0,1,1,1,6,8
435,real,1,9.769,37,0,4,10,39,1,8,EMILY,0,2,2,2,3,3,1,28,2,3,3,3,,2,2,5,64,1,5,NA,0,1,1,1,0,1,1,1,6,3
435,fake,1,11.483,75,0,4,10,39,1,8,EMILY,0,2,2,2,3,3,1,28,2,3,3,3,,2,2,5,64,1,5,NA,0,1,1,1,0,1,1,1,6,9
435,real,1,7.237,8,0,4,10,39,1,8,EMILY,0,2,2,2,3,3,1,28,2,3,3,3,,2,2,5,64,1,5,NA,1,1,1,1,0,1,1,1,6,4
435,fake,1,6.788,51,0,4,10,39,1,8,EMILY,0,2,2,2,3,3,1,28,2,3,3,3,,2,2,5,64,1,5,NA,0,1,1,1,0,1,1,1,6,10
435,real,1,9.716,15,0,4,10,39,1,8,EMILY,0,2,2,2,3,3,1,28,2,3,3,3,,2,2,5,64,1,5,NA,0,1,1,1,0,1,1,1,6,5
436,fake,2,8.871,46,0,8,10,20,2,8,EMILY,18,2,2,1,2,2,1,29,2,4,4,1,,3,3,1,3,1,1,NA,0,0,1,0,1,1,1,0,4,6
436,real,2,9.374,63,0,8,10,20,2,8,EMILY,18,2,2,1,2,2,1,29,2,4,4,1,,3,3,1,3,1,1,NA,0,0,1,0,1,1,1,0,4,1
436,fake,2,10.074,78,0,8,10,20,2,8,EMILY,18,2,2,1,2,2,1,29,2,4,4,1,,3,3,1,3,1,1,NA,0,0,1,0,1,1,1,0,4,7
436,real,2,16.093,77,0,8,10,20,2,8,EMILY,18,2,2,1,2,2,1,29,2,4,4,1,,3,3,1,3,1,1,NA,1,0,1,0,1,1,1,0,4,2
436,fake,2,10.192,80,0,8,10,20,2,8,EMILY,18,2,2,1,2,2,1,29,2,4,4,1,,3,3,1,3,1,1,NA,1,0,1,0,1,1,1,0,4,8
436,real,2,8.7,80,0,8,10,20,2,8,EMILY,18,2,2,1,2,2,1,29,2,4,4,1,,3,3,1,3,1,1,NA,1,0,1,0,1,1,1,0,4,3
436,fake,2,8.814,40,0,8,10,20,2,8,EMILY,18,2,2,1,2,2,1,29,2,4,4,1,,3,3,1,3,1,1,NA,1,0,1,0,1,1,1,0,4,9
436,real,2,13.5,83,0,8,10,20,2,8,EMILY,18,2,2,1,2,2,1,29,2,4,4,1,,3,3,1,3,1,1,NA,1,0,1,0,1,1,1,0,4,4
436,fake,2,8.782,83,0,8,10,20,2,8,EMILY,18,2,2,1,2,2,1,29,2,4,4,1,,3,3,1,3,1,1,NA,1,0,1,0,1,1,1,0,4,10
436,real,2,8.457,82,0,8,10,20,2,8,EMILY,18,2,2,1,2,2,1,29,2,4,4,1,,3,3,1,3,1,1,NA,1,0,1,0,1,1,1,0,4,5
437,fake,2,11.18,45,1,4,10,39,2,8,EMILY,0,2,2,4,3,4,3,22,2,5,1,1,,1,2,1,99,1,1,NA,1,1,1,1,1,1,1,1,7,6
437,real,2,10.042,55,0,4,10,39,2,8,EMILY,0,2,2,4,3,4,3,22,2,5,1,1,,1,2,1,99,1,1,NA,1,1,1,1,1,1,1,1,7,1
437,fake,2,11.355,20,0,4,10,39,2,8,EMILY,0,2,2,4,3,4,3,22,2,5,1,1,,1,2,1,99,1,1,NA,0,1,1,1,1,1,1,1,7,7
